date,flow_agg_usd_mn,aum_total,dollar_volume_total,flow_agg_usd,aum_total_lag,FlowShock,Turnover,Premium_agg,btc_open_intraday,btc_close_intraday,btc_close_et,btc_prev_close_et,ret_close_close,ret_intraday,ret_overnight,rv_intraday,rv_overnight,is_fomc,is_cpi
2024-01-29,446.79999999999995,6380618914.673527,1010254969.1425323,446799999.99999994,5768770613.048668,0.07745151089720241,0.17512482934533513,0.028618521836451208,41965.69,43105.44,43105.44,41951.09,0.0271447913531929,0.0267968275693749,0.000347963783818,0.0002086262497549,0.0002223636919822,,
2024-01-30,468.0,6903442834.724451,871625891.5312767,468000000.0,6380618914.673527,0.07334711667605459,0.13660522641883474,0.008586457395011144,43382.13,43602.16,43602.16,43105.44,0.0114574831699474,0.0050590852507602,0.0063983979191872,0.000158435905824,0.0003263879045367,,
2024-01-31,385.3,7126281148.273891,698414598.9925385,385300000.0,6903442834.724451,0.05581273130298603,0.10116902764509028,-0.023525553434238552,42716.25,42513.82,42513.82,43602.16,-0.025277490869714,-0.0047502103575449,-0.020527280512169,0.0003414138565826,0.0003475726727666,1.0,0.0
2024-02-01,220.5,7423158109.23805,640326361.5903854,220500000.0,7126281148.273891,0.030941804766348422,0.08985420982800876,0.010704886369475152,42385.57,42999.41,42999.41,42513.82,0.0113571951266476,0.0143784205454258,-0.0030212254187782,0.0001916857151745,0.0002055769667242,,
2024-02-02,224.60000000000002,7633895614.368363,626432037.315464,224600000.00000003,7423158109.23805,0.030256663901646854,0.0843888851748793,-0.0018678389414219997,42803.23,42959.88,42959.88,42999.41,-0.0009197377685785,0.0036530898706603,-0.0045728276392388,0.0001459620365313,0.0001690526976162,,
2024-02-05,176.0,7710311819.466808,401797369.6762085,176000000.0,7633895614.368363,0.02305507029317199,0.05263333296304886,-0.01304034977702638,43371.15,42397.1,42397.1,42914.16,-0.0121218777305771,-0.0227145098482649,0.0105926321176877,0.0001355222631036,0.0001456054071447,,
2024-02-06,106.30000000000001,7950141364.552401,430523351.59368515,106300000.00000001,7710311819.466808,0.013786731650932242,0.05583734635825107,0.01731791109894936,42920.12,43120.29,43120.29,42397.1,0.0169136883231975,0.004652938337629,0.0122607499855684,9.22114155943698e-05,0.0001713042971526,,
2024-02-07,226.8,8374455669.302084,750088928.1703949,226800000.0,7950141364.552401,0.028527794613972757,0.0943491308865079,0.024842150627902987,43155.99,44163.71,44163.71,43120.29,0.0239097591255658,0.0230821851495549,0.0008275739760108,0.000184496862386,0.0001832193368145,,
2024-02-08,506.6,9147688880.996548,914957944.1360474,506600000.0,8374455669.302084,0.06049348399526717,0.10925581079734807,0.03184099297876615,44983.56,45441.1,45441.1,44163.71,0.0285135707452402,0.0101198921798658,0.0183936785653744,0.000183246244718,0.0002958254195255,,
2024-02-09,610.7,9803345997.62386,1171118621.1496353,610700000.0,9147688880.996548,0.06676003173530214,0.12802344246561803,0.04364590250612364,46970.7,47550.01,47550.01,45441.1,0.0453650174299474,0.012257996238809,0.0331070211911383,0.0003116935157924,0.000546730240404,,
2024-02-12,609.2,10965049033.488626,1717715009.4266891,609200000.0,9803345997.62386,0.06214204825042983,0.17521721765640322,0.05634568840423966,48178.63,50100.0,50100.0,48064.0,0.0414875519491495,0.0391054463436616,0.0023821056054879,0.0003984100492842,0.0002443551773583,,
2024-02-13,709.1,11868260398.234138,1195714599.2116928,709100000.0,10965049033.488626,0.06466911345624814,0.1090478114197056,-0.012744943681146413,48855.86,49361.09,49361.09,50100.0,-0.0148585460794824,0.0102881316587156,-0.025146677738198,0.0002718049993736,0.0004799909409307,0.0,1.0
2024-02-14,508.4,12549536236.377043,1609629634.0269089,508400000.0,11868260398.234138,0.04283694348968313,0.1356247318491936,0.047083184379578605,51733.23,51620.51,51620.51,49361.09,0.0447566121218402,-0.0021812475231564,0.0469378596449967,0.0002810774098258,0.0005786489583538,,
2024-02-15,652.0,13581189376.301924,1398899479.8742294,652000000.0,12549536236.377043,0.05195411110970484,0.11147021320351845,0.0008528141054684095,52453.62,51627.1,51627.1,51620.51,0.0001276542867954,-0.0158826221531815,0.016010276439977,0.0002498147653874,0.0003310546129542,,
2024-02-16,480.7,14102385933.17691,885651952.7219772,480700000.0,13581189376.301924,0.035394543635389006,0.0652116635872384,0.0029788287850719625,52178.7,51838.04,51838.04,51627.1,0.0040775142673068,-0.0065501229508889,0.0106276372181957,0.0001778490488661,0.0002165735301957,,
2024-02-20,272.6,14399915282.693882,1966688088.043213,272600000.0,14102385933.17691,0.019330062394526323,0.13945782631125087,0.0017678208826594631,52254.0,51993.99,51993.99,51780.01,0.0041239675306916,-0.0049883079598344,0.009112275490526,0.0002986656871743,0.0003326143843417,,
2024-02-21,163.7,14277667226.454378,1137327356.1862946,163700000.0,14399915282.693882,0.011368122435882528,0.07898153106172494,-0.01985784482531455,50978.0,51006.37,51006.37,51993.99,-0.0191776080933135,0.000556359778107,-0.0197339678714206,0.0001858597867627,0.0003820579881686,,
2024-02-22,307.1,14892295685.6508,877182540.6135559,307100000.0,14277667226.454378,0.021509115959152607,0.061437385162491254,0.02153796341709381,51092.31,51911.11,51911.11,51006.37,0.0175823058881783,0.0158988361254613,0.001683469762717,0.000169069110785,0.0003045081248591,,
2024-02-23,276.7,14895112912.515488,771121060.3012085,276700000.0,14892295685.6508,0.018580076963326024,0.051779865010618084,-0.018394161150356993,51293.42,51088.39,51088.39,51911.11,-0.0159755629437728,-0.0040052090129237,-0.011970353930849,0.0001507449229655,0.0001787811361329,,
2024-02-26,542.3,16432773564.701794,2441538121.6550827,542300000.0,14895112912.515488,0.03640791467544614,0.1639153819105058,0.06681724719135913,51400.0,54388.61,54388.61,51753.1,0.0496704232069066,0.0565165844787721,-0.0068461612718654,0.0005245073492006,0.0005560529641792,,
2024-02-27,702.5,17906168619.14716,2356610149.0631104,702500000.0,16432773564.701794,0.04274993489285315,0.14340915365165113,0.046916144188614825,56858.33,56897.46,56897.46,54388.61,0.0450959434772067,0.0006879650089605,0.0444079784682462,0.0003580665931591,0.0004421803231316,,
2024-02-28,893.2,19674292350.934513,5739650027.921295,893200000.0,17906168619.14716,0.04988225113913518,0.3205403763362229,0.0577926816041249,60121.12,60357.98,60357.98,56897.46,0.059042467051117,0.0039319733491159,0.0551104937020011,0.0037239678617341,0.0012504788827431,,
2024-02-29,692.6999999999999,20610438359.080616,3330970304.483986,692699999.9999999,19674292350.934513,0.03520838196587524,0.16930572368595342,0.028601737931193597,63229.99,61822.14,61822.14,60357.98,0.0239683852655359,-0.0225171611839824,0.0464855464495183,0.0007066917287833,0.0010820621687472,,
2024-03-01,354.6,21601847577.75308,2354212494.305992,354600000.0,20610438359.080616,0.017204874240036198,0.11422428059463205,0.01661643770170572,62402.11,62610.0,62610.0,61822.14,0.0126634570234677,0.0033259208509569,0.0093375361725108,0.0003561999994827,0.000489818094138,,
2024-03-04,965.3000000000001,23593176995.377666,4062351472.0968246,965300000.0000001,21601847577.75308,0.04468599255343908,0.1880557418746203,0.07377748843402823,65515.15,67397.96,67397.96,62768.81,0.0711564563491604,0.0283333367919514,0.0428231195572089,0.0006120279552892,0.0010470435823276,,
2024-03-05,995.0,22780458621.519485,6854562268.890572,995000000.0,23593176995.377666,0.04217320966120581,0.2905315494489574,-0.0850352712081349,67653.99,61917.85,61917.85,67397.96,-0.0848062439414709,-0.0885978264654695,0.0037915825239985,0.0034523196107983,0.0018078249591295,,
2024-03-06,608.2,25793942618.165115,3318748792.352295,608200000.0,22780458621.519485,0.02669832114027177,0.14568402012842926,0.08270156002006604,66983.19,66830.0,66830.0,61917.85,0.0763435750665595,-0.0022896108660521,0.0786331859326117,0.0007178008484256,0.0015593924696269,,
2024-03-07,847.3,26889708273.567142,3233465338.3291245,847300000.0,25793942618.165115,0.032848797585650895,0.12535754561429435,0.00964388534030614,67239.99,67480.35,67480.35,66830.0,0.0096843628633295,0.0035682845669037,0.0061160782964257,0.0005589117942498,0.0004376153942417,,
2024-03-08,533.5,27540322804.67292,5961946744.057465,533500000.0,26889708273.567142,0.019840304497629524,0.22171853570899908,0.024186807944622822,68073.0,69041.09,69041.09,67480.35,0.0228653902132507,0.0141211758323166,0.0087442143809341,0.0014020525554803,0.0003320734430866,,
2024-03-11,1009.2,29638805921.154705,5274002995.598984,1009200000.0,27540322804.67292,0.03664445065359813,0.1915011321038007,0.039557823708535104,72164.8,71962.71,71962.71,69388.04,0.0364335498166758,-0.0028043242048687,0.0392378740215446,0.0003210883042061,0.0007090014298884,,
2024-03-12,1143.7,30498162697.97155,6719390682.186127,1143700000.0,29638805921.154705,0.03858792432604999,0.22670922371370433,-0.00959472294458093,72308.0,71310.09,71310.09,71962.71,-0.009110236049732,-0.0138969409781143,0.0047867049283822,0.0010305773871898,0.0005183576318037,0.0,1.0
2024-03-13,960.2,32943735965.57621,4144421617.401505,960200000.0,30498162697.97155,0.03148386378251774,0.13589086196583092,0.03111830831453394,72741.94,73250.98,73250.98,71310.09,0.0268537945127775,0.0069735171113834,0.0198802774013941,0.00033266971898,0.0003343134753282,,
2024-03-14,389.79999999999995,31418202400.804756,6037250455.423546,389799999.99999994,32943735965.57621,0.01183229492876316,0.18325943547301465,-0.058139380697672285,72592.0,69605.04,69605.04,73250.98,-0.051054648135546,-0.0420177444098829,-0.0090369037256631,0.0011325208898879,0.0015482041202366,,
2024-03-15,338.20000000000005,31663146122.657745,4428864154.346848,338200000.00000006,31418202400.804756,0.010764460540598507,0.1409649125639793,-0.0029657765383667304,67494.41,68885.96,68885.96,69605.04,-0.0103845948416757,0.0204076040357161,-0.0307921988773919,0.0007377753360384,0.002034039703967,,
2024-03-18,488.2,31137197609.434036,3102526716.001129,488200000.0,31663146122.657745,0.0154185562643963,0.09798542141019273,-0.032024899420079626,68043.15,67066.58,67066.58,68476.32,-0.0208021347616559,-0.0144562054421981,-0.0063459293194578,0.0004766536672255,0.0008296454076073,,
2024-03-19,117.30000000000001,30086910400.196327,4144501193.759918,117300000.00000001,31137197609.434036,0.003767198367410564,0.1331045023944032,-0.037498297106135045,63605.64,64461.1,64461.1,67066.58,-0.0396239162220133,0.0133597954285177,-0.052983711650531,0.0006895177278012,0.0023184748692751,,
2024-03-20,135.3,30403462436.108173,4385646325.222778,135300000.0,30086910400.196327,0.004496972211514185,0.14576592501150137,0.022835171259188162,63355.82,65672.54,65672.54,64461.1,0.0186189366064752,0.0359141045868952,-0.0172951679804199,0.0010701164448245,0.0014926186547604,1.0,0.0
2024-03-21,264.8,30858222808.72918,2933963443.6496735,264800000.0,30403462436.108173,0.008709534335323421,0.09650096431665625,-0.009848129748188363,67391.99,65094.26,65094.26,65672.54,-0.0088445044104508,-0.0346897948418045,0.0258452904313536,0.0005565852191617,0.0008807577619866,,
2024-03-22,118.3,30363981154.799355,2432028132.496643,118300000.0,30858222808.72918,0.003833662124136821,0.07881296818586295,-0.01985093552584695,64090.01,63922.71,63922.71,65094.26,-0.0181616759788947,-0.0026138042414702,-0.0155478717374244,0.0006674976584178,0.0008675783022899,,
2024-03-25,365.5,34163341105.255737,4564637896.326256,365500000.0,30363981154.799355,0.012037288461504292,0.150330678742526,0.11308541616417724,67028.21,71091.6,71091.6,65802.06,0.0773180415376919,0.0588556108171846,0.0184624307205073,0.0005425862700284,0.0004692085709984,,
2024-03-26,630.3,34020608800.5123,2799253160.072708,630300000.0,34163341105.255737,0.018449600642339803,0.08193733603069833,-0.02262627051688098,70716.42,69490.0,69490.0,71091.6,-0.0227863290435553,-0.0174949375498608,-0.0052913914936945,0.0004909038917156,0.0003945590306565,,
2024-03-27,543.3,34140466073.831867,2839240647.1837997,543300000.0,34020608800.5123,0.015969731852412315,0.08345649144118329,-0.012444958477853391,71641.2,68712.0,68712.0,69490.0,-0.0112590008623123,-0.0417464710070611,0.0304874701447488,0.0007974204662629,0.0003884079980594,,
2024-03-28,287.7,35584474466.96562,2927264913.744545,287700000.0,34140466073.831867,0.008426949982985661,0.08574179706317038,0.03386796398553662,70948.0,70784.0,70784.0,68712.0,0.0297091299958913,-0.002314227883525,0.0320233578794164,0.0002678409374322,0.0002843794081975,,
2024-04-01,217.2,32083268969.39523,2095915646.4172363,217200000.0,35584474466.96562,0.006103785520329513,0.05889972179757641,-0.017278823825599924,70001.08,69631.98,69631.98,71107.1,-0.0209632466074891,-0.0052867259326517,-0.0156765206748374,0.0002521929900953,0.0007641148993428,,
2024-04-02,208.9,30541311453.13173,2120642045.2465055,208900000.0,32083268969.39523,0.006511181893568053,0.06609806648036463,-0.05457074113155448,64876.71,65870.97,65870.97,69631.98,-0.0555261160495351,0.015209128999402,-0.0707352450489372,0.0005469999591782,0.0008476705134732,,
2024-04-03,188.60000000000002,33616524207.83895,1833511209.9504473,188600000.00000003,30541311453.13173,0.006175242352949479,0.06003380741407022,-0.007596391853021002,65656.12,65803.99,65803.99,65870.97,-0.0010173537288649,0.0022496567569224,-0.0032670104857873,0.000294964589396,0.0003736846455626,,
2024-04-04,292.7,35281921942.07262,2624628381.381798,292700000.0,33616524207.83895,0.008707027478222927,0.07807554300244304,0.04083384784861095,67389.99,68542.88,68542.88,65803.99,0.0407790600317889,0.0169630442543597,0.0238160157774292,0.0003058951606956,0.000462129179237,,
2024-04-05,401.9,35088557507.20591,1822419528.8511276,401900000.0,35281921942.07262,0.01139110280499619,0.051653068442338676,-0.01687320733697583,66946.01,67380.03,67380.03,68542.88,-0.0171108516082227,0.0064622095670217,-0.0235730611752444,0.0002986041683568,0.0005536684906993,,
2024-04-08,79.5,37481579045.607834,2457625228.1482697,79500000.0,35088557507.20591,0.0022656958748923663,0.07004064580436409,0.06593461276650772,72101.16,71704.01,71704.01,69043.24,0.0378136985269193,-0.0055234594097996,0.0433371579367189,0.0002304892737892,0.0004492486725457,,
2024-04-09,135.5,36131958432.71544,2218855697.4567413,135500000.0,37481579045.607834,0.0036151091669623285,0.0591985651073244,-0.03962231821123209,70709.0,69029.93,69029.93,71704.01,-0.0380064948542759,-0.0240326845818893,-0.0139738102723865,0.0004604174647126,0.0004361056290633,,
2024-04-10,141.2,36882328086.020744,2430649612.2816086,141200000.0,36131958432.71544,0.003907897775952034,0.0672714604387675,0.016859592550518204,67606.82,69983.99,69983.99,69029.93,0.0137263229415354,0.0345576360704697,-0.0208313131289343,0.0003650869219032,0.0005300375820559,0.0,1.0
2024-04-11,216.2,37279540581.56084,1863545806.585312,216200000.0,36882328086.020744,0.0058618859280183235,0.05052679435633671,0.0049052022449401515,70696.67,70500.76,70500.76,69983.99,0.0073569882974177,-0.0027749814669775,0.0101319697643952,0.0003168159838562,0.0003921411330568,,
2024-04-12,111.1,35491807863.999466,3472766191.6454315,111100000.0,37279540581.56084,0.00298018694079487,0.09315474754973582,-0.050933498574674926,70200.0,66783.65,66783.65,70500.76,-0.0541651997971381,-0.0498900209269419,-0.0042751788701962,0.0009687271457025,0.0004089210785149,,
2024-04-15,73.4,33652911773.644756,2564983793.153,73400000.0,35491807863.999466,0.0020680828736946953,0.07226974187907596,-0.0538801742279324,66114.39,63439.01,63439.01,64162.31,-0.0113369947423026,-0.0413074517097075,0.0299704569674049,0.0007968052745713,0.0007106956882715,,
2024-04-16,34.3,30570963882.641327,1827101521.5305328,34300000.0,33652911773.644756,0.0010192282983032099,0.05429252404130526,-0.00887642369338842,63219.0,62706.03,62706.03,63439.01,-0.011621356645061,-0.0081472736197608,-0.0034740830253002,0.0007042995986951,0.0009957957634116,,
2024-04-17,18.1,27691560522.080513,2466452079.711914,18100000.0,30570963882.641327,0.000592065074214996,0.08067956539350087,-0.028128005740782495,62343.14,61075.55,61075.55,62706.03,-0.0263459928388417,-0.0205420195906335,-0.0058039732482082,0.0010377002943442,0.0006561719437955,,
2024-04-18,85.69999999999999,33922616461.133896,2030431653.7818909,85699999.99999999,27691560522.080513,0.003094805723630674,0.0733231213951586,0.037099671919264485,62362.3,63395.03,63395.03,61075.55,0.0372738447786569,0.0164245410767486,0.0208493037019082,0.0005299782425736,0.0013717797018166,,
2024-04-19,107.3,33966583663.556778,1853474566.3528442,107300000.0,33922616461.133896,0.0031630814834974967,0.05463831389528643,0.012883727594308642,64549.73,64272.93,64272.93,63395.03,0.0137530800625481,-0.0042973872140878,0.018050467276636,0.0005217917702369,0.0013802020667428,,
2024-04-22,97.2,35743543588.92746,1741941511.6430283,97200000.0,33966583663.556778,0.002861636040962437,0.05128397747907693,0.034414072781038176,66088.13,66500.01,66500.01,64400.01,0.032088309647938,0.0062129437052632,0.0258753659426747,0.0001735403736871,0.000310414325023,,
2024-04-23,100.69999999999999,34705239519.21793,1040460478.7197113,100699999.99999999,35743543588.92746,0.0028172920166537312,0.029109046676670927,-0.0008333009658345848,66093.25,66434.0,66434.0,66500.01,-0.0009931244145188,0.0051423499830014,-0.0061354743975203,0.0001556528065978,0.0002051373810111,,
2024-04-24,9.8,34416452830.962746,2043106581.7876816,9800000.0,34705239519.21793,0.0002823781116558287,0.05887026310987759,-0.039333521756069814,66017.96,64171.53,64171.53,66434.0,-0.0346493192277809,-0.0283671718248481,-0.0062821474029327,0.0003498460938527,0.0003279119184039,,
2024-04-25,1.9,19210912748.41007,978575266.9067383,1900000.0,34416452830.962746,5.520615414179656e-05,0.02843335632852795,0.012411639867489822,63143.5,64800.01,64800.01,64171.53,0.0097461032837676,0.0258958437131707,-0.016149740429403,0.0002667371007742,0.0004337752973897,,
2024-04-26,5.4,22379210620.8023,847831742.3484802,5400000.0,19210912748.41007,0.0002810902360923436,0.0441328193746884,-0.012894863879233364,63835.99,63864.58,63864.58,64800.01,-0.0145408535781237,0.0004477662155726,-0.0149886197936964,0.0002279751252826,0.0003816047498783,,
2024-04-29,11.3,21347697643.02734,851198378.4809113,11300000.0,22379210620.8023,0.0005049329125798671,0.03803522800262182,-0.012705208567813821,62566.0,63003.56,63003.56,63699.99,-0.0109931728607067,0.0069692331649541,-0.0179624060256608,0.0001939992305483,0.0004696009642102,,
2024-04-30,3.6,20186381169.548794,1609659538.218689,3600000.0,21347697643.02734,0.00016863645252048268,0.07540202063637723,-0.06511828055191993,61137.36,59674.13,59674.13,63003.56,-0.0542926395823254,-0.0242245427933901,-0.0300680967889352,0.0005207468105075,0.0008135822936782,,
2024-05-02,20.5,32001804974.15212,1424535742.9273605,20500000.0,20186381169.548794,0.001015536159146955,0.07056914911902468,-0.020634216163305644,58721.09,59287.75,59287.75,57162.0,0.0365133659825719,0.0096037611309938,0.0269096048515781,0.000347771535679,0.0006285831826874,,
2024-05-03,378.3,68427133200.361725,1896488194.028595,378300000.0,32001804974.15212,0.011821208219522405,0.059261913368961215,0.023330558503150592,61344.01,61983.94,61983.94,59287.75,0.0444726112971078,0.0103777893540286,0.0340948219430792,0.0002494609749381,0.000684193508449,,
2024-05-06,217.0,69793193032.12515,1816145059.8779488,217000000.0,68427133200.361725,0.0031712566324326574,0.026541299846072584,0.016850230425192243,63558.13,63212.49,63212.49,63864.74,-0.0102655011894734,-0.0054530120066697,-0.0048124891828037,0.0003102642378841,0.0005014271006885,,
2024-05-07,12.899999999999999,34548846605.284515,893905652.897644,12899999.999999998,69793193032.12515,0.00018483177856703373,0.012807920286526907,-0.002371199612456341,63605.79,63015.88,63015.88,63212.49,-0.0031151500885981,-0.0093177458173108,0.0062025957287126,0.000196634547001,0.0004108383334815,,
2024-05-08,11.5,68633770946.82658,997705027.2716522,11500000.0,34548846605.284515,0.00033286205271584917,0.028878099424570817,-0.01579985480594458,62062.0,62191.49,62191.49,63015.88,-0.0131685844563162,0.00208428828644,-0.0152528727427562,0.0002098992219791,0.0004619442699817,,
2024-05-09,32.1,34266456779.008316,997332492.4308777,32100000.0,68633770946.82658,0.0004676997862301519,0.014531220981629473,0.00551644547280494,61414.22,62426.11,62426.11,62191.49,0.0037654436807407,0.0163422129152887,-0.0125767692345479,0.0002039912238676,0.0003138075738534,,
2024-05-10,18.3,33301694185.325214,1612173649.3946075,18300000.0,34266456779.008316,0.0005340499637304377,0.04704815732165887,-0.028688180540265885,62884.01,60637.44,60637.44,62426.11,-0.0290710932612142,-0.0363793942680761,0.0073083010068618,0.0004785114528801,0.0002429057977864,,
2024-05-13,66.0,69888218007.24902,1216518583.8672829,66000000.0,33301694185.325214,0.001981881150932065,0.03653023107765359,0.028644420558324783,62736.0,63125.01,63125.01,61422.87,0.0273348046400279,0.0061816004613772,0.0211532041786507,0.0002048795917797,0.0003802335597046,,
2024-05-14,151.4,34006135530.83184,772846824.2412567,151400000.0,69888218007.24902,0.0021663165025082812,0.011058327802278414,-0.025604270524972293,62017.4,61594.25,61594.25,63125.01,-0.0245485239845598,-0.006846468806102,-0.0177020551784577,0.0002385391671684,0.0003795741772407,,
2024-05-15,303.0,73585855482.60156,3055401664.2690125,303000000.0,34006135530.83184,0.008910156807593838,0.08984854105221149,0.06038152989744704,64187.21,65992.15,65992.15,61594.25,0.0689672735318424,0.0277318258936965,0.0412354476381458,0.0003310983061309,0.0006806592835289,0.0,1.0
2024-05-16,257.3,72827557751.25595,1486688290.9978065,257300000.0,73585855482.60156,0.003496595892139017,0.020203451889600103,-0.013738428186271526,66036.63,65196.0,65196.0,65992.15,-0.0121376782012491,-0.0128114707135001,0.000673792512251,0.0002304128809918,0.0002338461500489,,
2024-05-17,221.5,75198946027.72585,1784828732.945561,221500000.0,72827557751.25595,0.0030414311126090196,0.024507601079273876,0.02995608686196446,66274.02,66920.01,66920.01,65196.0,0.0260999081933833,0.0097000603578854,0.0163998478354978,0.0001892736737739,0.0001974513428481,,
2024-05-20,237.2,78783101098.85251,2519374381.844017,237200000.0,75198946027.72585,0.0031542995285139285,0.03350278846880545,0.04463225790328286,67039.99,70334.21,70334.21,66090.09,0.0622394979244265,0.0479690021761136,0.0142704957483128,0.0003540957412152,0.0005428953427057,,
2024-05-21,315.8,74918734412.80487,2139218201.77137,315800000.0,78783101098.85251,0.0040084738426804534,0.02715326220895014,-0.012801061181548598,70881.23,69255.98,69255.98,70334.21,-0.0154488140554649,-0.0231961642896092,0.0077473502341442,0.0002671714097149,0.0002735320711412,,
2024-05-22,170.1,39990101854.83791,1350022229.418373,170100000.0,74918734412.80487,0.002270460137016504,0.01801982161070291,0.005478642189477651,69744.4,69686.87,69686.87,69255.98,0.0062024261250414,-0.0008252094851418,0.0070276356101833,0.0002693720679471,0.0002721359980499,,
2024-05-23,121.6,38634469226.26113,1435377559.1659546,121600000.0,39990101854.83791,0.0030407524452276207,0.03589332091166719,-0.03693780809537327,69362.01,66592.04,66592.04,69686.87,-0.0454268703710322,-0.0407542604073537,-0.0046726099636784,0.0004127909082997,0.0006051468088577,,
2024-05-24,251.89999999999998,78572721639.85498,1647939709.90654,251899999.99999997,38634469226.26113,0.006520084397297095,0.04265464863139314,0.015325219940250833,67375.03,69146.02,69146.02,66592.04,0.0376354495329586,0.0259460259186768,0.0116894236142817,0.0001815437675173,0.0001855945509969,,
2024-05-28,150.2,39754537044.29567,1241384588.094902,150200000.0,78572721639.85498,0.0019116049039061545,0.01579918020130317,-0.012088775023460435,68350.01,68430.01,68430.01,69205.32,-0.0112662671821998,0.0011697616234048,-0.0124360288056047,0.0002606378246222,0.0002543195311127,,
2024-05-29,59.400000000000006,39131913122.22231,888615756.1714172,59400000.00000001,39754537044.29567,0.0014941690789610953,0.022352562053012857,-0.017155948933423364,67868.74,67283.59,67283.59,68430.01,-0.0168950977616713,-0.0086591723023846,-0.0082359254592866,0.0001602104556911,0.0002169654590143,,
2024-05-30,148.7,74666043091.7472,1864929818.1529999,148700000.0,39131913122.22231,0.00379996754913462,0.04765751708402776,0.006860227853317471,68197.13,68524.0,68524.0,67283.59,0.0182676755307514,0.0047815670157095,0.0134861085150419,0.0001894022993731,0.0002331328185013,,
2024-05-31,175.0,39080137810.7018,1385308323.5363007,175000000.0,74666043091.7472,0.0023437695738739725,0.018553391423649958,-0.01427975554764618,68734.67,67753.12,67753.12,68524.0,-0.0113135385082304,-0.0143832195043753,0.0030696809961448,0.0002198426685309,0.0001808562939684,,
2024-06-03,105.1,79197018579.81856,1776167313.9446332,105100000.0,39080137810.7018,0.002689345685245234,0.04544936157973945,0.015857575351500987,69745.97,69180.0,69180.0,67739.29,0.021045437426171,-0.0081478377454744,0.0291932751716454,0.000225767994883,0.0001988318475928,,
2024-06-04,886.5999999999999,81499070946.03448,2788448803.7081833,886599999.9999999,79197018579.81856,0.011194865866149265,0.03520901233040548,0.018230085664412022,69421.1,70373.4,70373.4,69180.0,0.017103547346021,0.0136244949692999,0.0034790523767211,0.0002542526532421,0.0002108618083721,,
