date,ticker,nav_per_share
2024-01-11 00:00:00-05:00,IBIT,26.6299991607666
2024-01-12 00:00:00-05:00,IBIT,24.969999313354492
2024-01-16 00:00:00-05:00,IBIT,24.719999313354492
2024-01-17 00:00:00-05:00,IBIT,24.40999984741211
2024-01-18 00:00:00-05:00,IBIT,23.34000015258789
2024-01-19 00:00:00-05:00,IBIT,23.799999237060547
2024-01-22 00:00:00-05:00,IBIT,22.950000762939453
2024-01-23 00:00:00-05:00,IBIT,22.31999969482422
2024-01-24 00:00:00-05:00,IBIT,22.600000381469727
2024-01-25 00:00:00-05:00,IBIT,22.760000228881836
2024-01-26 00:00:00-05:00,IBIT,23.989999771118164
2024-01-29 00:00:00-05:00,IBIT,24.670000076293945
2024-01-30 00:00:00-05:00,IBIT,24.8799991607666
2024-01-31 00:00:00-05:00,IBIT,24.299999237060547
2024-02-01 00:00:00-05:00,IBIT,24.540000915527344
2024-02-02 00:00:00-05:00,IBIT,24.5
2024-02-05 00:00:00-05:00,IBIT,24.190000534057617
2024-02-06 00:00:00-05:00,IBIT,24.600000381469727
2024-02-07 00:00:00-05:00,IBIT,25.219999313354492
2024-02-08 00:00:00-05:00,IBIT,26.030000686645508
2024-02-09 00:00:00-05:00,IBIT,27.149999618530273
2024-02-12 00:00:00-05:00,IBIT,28.65999984741211
2024-02-13 00:00:00-05:00,IBIT,28.219999313354492
2024-02-14 00:00:00-05:00,IBIT,29.549999237060547
2024-02-15 00:00:00-05:00,IBIT,29.520000457763672
2024-02-16 00:00:00-05:00,IBIT,29.6200008392334
2024-02-20 00:00:00-05:00,IBIT,29.670000076293945
2024-02-21 00:00:00-05:00,IBIT,29.079999923706055
2024-02-22 00:00:00-05:00,IBIT,29.719999313354492
2024-02-23 00:00:00-05:00,IBIT,29.15999984741211
2024-02-26 00:00:00-05:00,IBIT,31.1200008392334
2024-02-27 00:00:00-05:00,IBIT,32.59000015258789
2024-02-28 00:00:00-05:00,IBIT,34.45000076293945
2024-02-29 00:00:00-05:00,IBIT,35.41999816894531
2024-03-01 00:00:00-05:00,IBIT,35.9900016784668
2024-03-04 00:00:00-05:00,IBIT,38.650001525878906
2024-03-05 00:00:00-05:00,IBIT,35.31999969482422
2024-03-06 00:00:00-05:00,IBIT,38.290000915527344
2024-03-07 00:00:00-05:00,IBIT,38.630001068115234
2024-03-08 00:00:00-05:00,IBIT,39.54999923706055
2024-03-11 00:00:00-04:00,IBIT,41.119998931884766
2024-03-12 00:00:00-04:00,IBIT,40.72999954223633
2024-03-13 00:00:00-04:00,IBIT,41.95000076293945
2024-03-14 00:00:00-04:00,IBIT,39.5099983215332
2024-03-15 00:00:00-04:00,IBIT,39.38999938964844
2024-03-18 00:00:00-04:00,IBIT,38.13999938964844
2024-03-19 00:00:00-04:00,IBIT,36.70000076293945
2024-03-20 00:00:00-04:00,IBIT,37.54999923706055
2024-03-21 00:00:00-04:00,IBIT,37.150001525878906
2024-03-22 00:00:00-04:00,IBIT,36.40999984741211
2024-03-25 00:00:00-04:00,IBIT,40.54999923706055
2024-03-26 00:00:00-04:00,IBIT,39.630001068115234
2024-03-27 00:00:00-04:00,IBIT,39.130001068115234
2024-03-28 00:00:00-04:00,IBIT,40.470001220703125
2024-04-01 00:00:00-04:00,IBIT,39.75
2024-04-02 00:00:00-04:00,IBIT,37.599998474121094
2024-04-03 00:00:00-04:00,IBIT,37.540000915527344
2024-04-04 00:00:00-04:00,IBIT,39.08000183105469
2024-04-05 00:00:00-04:00,IBIT,38.40999984741211
2024-04-08 00:00:00-04:00,IBIT,40.95000076293945
2024-04-09 00:00:00-04:00,IBIT,39.33000183105469
2024-04-10 00:00:00-04:00,IBIT,40.0
2024-04-11 00:00:00-04:00,IBIT,40.16999816894531
2024-04-12 00:00:00-04:00,IBIT,38.13999938964844
2024-04-15 00:00:00-04:00,IBIT,36.08000183105469
2024-04-16 00:00:00-04:00,IBIT,35.75
2024-04-17 00:00:00-04:00,IBIT,34.7599983215332
2024-04-18 00:00:00-04:00,IBIT,36.209999084472656
2024-04-19 00:00:00-04:00,IBIT,36.66999816894531
2024-04-22 00:00:00-04:00,IBIT,37.93000030517578
2024-04-23 00:00:00-04:00,IBIT,37.900001525878906
2024-04-24 00:00:00-04:00,IBIT,36.40999984741211
2024-04-25 00:00:00-04:00,IBIT,36.86000061035156
2024-04-26 00:00:00-04:00,IBIT,36.31999969482422
2024-04-29 00:00:00-04:00,IBIT,35.869998931884766
2024-04-30 00:00:00-04:00,IBIT,33.56999969482422
2024-05-01 00:00:00-04:00,IBIT,32.38999938964844
2024-05-02 00:00:00-04:00,IBIT,33.79999923706055
2024-05-03 00:00:00-04:00,IBIT,35.400001525878906
2024-05-06 00:00:00-04:00,IBIT,36.0099983215332
2024-05-07 00:00:00-04:00,IBIT,35.93000030517578
2024-05-08 00:00:00-04:00,IBIT,35.380001068115234
2024-05-09 00:00:00-04:00,IBIT,35.58000183105469
2024-05-10 00:00:00-04:00,IBIT,34.58000183105469
2024-05-13 00:00:00-04:00,IBIT,36.0
2024-05-14 00:00:00-04:00,IBIT,35.06999969482422
2024-05-15 00:00:00-04:00,IBIT,37.66999816894531
2024-05-16 00:00:00-04:00,IBIT,37.150001525878906
2024-05-17 00:00:00-04:00,IBIT,38.279998779296875
2024-05-20 00:00:00-04:00,IBIT,39.970001220703125
2024-05-21 00:00:00-04:00,IBIT,39.470001220703125
2024-05-22 00:00:00-04:00,IBIT,39.709999084472656
2024-05-23 00:00:00-04:00,IBIT,38.27000045776367
2024-05-24 00:00:00-04:00,IBIT,39.459999084472656
2024-05-28 00:00:00-04:00,IBIT,38.97999954223633
2024-05-29 00:00:00-04:00,IBIT,38.31999969482422
2024-05-30 00:00:00-04:00,IBIT,39.15999984741211
2024-05-31 00:00:00-04:00,IBIT,38.54999923706055
2024-06-03 00:00:00-04:00,IBIT,39.439998626708984
2024-06-04 00:00:00-04:00,IBIT,40.16999816894531
2024-06-05 00:00:00-04:00,IBIT,40.66999816894531
2024-06-06 00:00:00-04:00,IBIT,40.15999984741211
2024-06-07 00:00:00-04:00,IBIT,39.41999816894531
2024-06-10 00:00:00-04:00,IBIT,39.59000015258789
2024-06-11 00:00:00-04:00,IBIT,38.43000030517578
2024-06-12 00:00:00-04:00,IBIT,38.45000076293945
2024-06-13 00:00:00-04:00,IBIT,37.900001525878906
2024-06-14 00:00:00-04:00,IBIT,37.29999923706055
2024-06-17 00:00:00-04:00,IBIT,37.97999954223633
2024-06-18 00:00:00-04:00,IBIT,36.63999938964844
2024-06-20 00:00:00-04:00,IBIT,37.040000915527344
2024-06-21 00:00:00-04:00,IBIT,36.58000183105469
2024-06-24 00:00:00-04:00,IBIT,33.76499938964844
2024-06-25 00:00:00-04:00,IBIT,35.29999923706055
2024-06-26 00:00:00-04:00,IBIT,34.709999084472656
2024-06-27 00:00:00-04:00,IBIT,34.97999954223633
2024-06-28 00:00:00-04:00,IBIT,34.13999938964844
2024-07-01 00:00:00-04:00,IBIT,36.0
2024-07-02 00:00:00-04:00,IBIT,35.220001220703125
2024-07-03 00:00:00-04:00,IBIT,34.439998626708984
2024-07-05 00:00:00-04:00,IBIT,32.20000076293945
2024-07-08 00:00:00-04:00,IBIT,32.15999984741211
2024-07-09 00:00:00-04:00,IBIT,32.959999084472656
2024-07-10 00:00:00-04:00,IBIT,32.66999816894531
2024-07-11 00:00:00-04:00,IBIT,32.70000076293945
2024-07-12 00:00:00-04:00,IBIT,32.849998474121094
2024-07-15 00:00:00-04:00,IBIT,36.150001525878906
2024-07-16 00:00:00-04:00,IBIT,37.16999816894531
2024-07-17 00:00:00-04:00,IBIT,36.84000015258789
2024-07-18 00:00:00-04:00,IBIT,36.220001220703125
2024-07-19 00:00:00-04:00,IBIT,38.400001525878906
2024-07-22 00:00:00-04:00,IBIT,38.93000030517578
2024-07-23 00:00:00-04:00,IBIT,37.34000015258789
2024-07-24 00:00:00-04:00,IBIT,37.41999816894531
2024-07-25 00:00:00-04:00,IBIT,36.83000183105469
2024-07-26 00:00:00-04:00,IBIT,38.790000915527344
2024-07-29 00:00:00-04:00,IBIT,38.34000015258789
2024-07-30 00:00:00-04:00,IBIT,37.54999923706055
2024-07-31 00:00:00-04:00,IBIT,37.18000030517578
2024-08-01 00:00:00-04:00,IBIT,36.06999969482422
2024-08-02 00:00:00-04:00,IBIT,35.61000061035156
2024-08-05 00:00:00-04:00,IBIT,30.479999542236328
2024-08-06 00:00:00-04:00,IBIT,32.34000015258789
2024-08-07 00:00:00-04:00,IBIT,31.190000534057617
2024-08-08 00:00:00-04:00,IBIT,33.880001068115234
2024-08-09 00:00:00-04:00,IBIT,34.599998474121094
2024-08-12 00:00:00-04:00,IBIT,33.63999938964844
2024-08-13 00:00:00-04:00,IBIT,34.63999938964844
2024-08-14 00:00:00-04:00,IBIT,33.560001373291016
2024-08-15 00:00:00-04:00,IBIT,32.5
2024-08-16 00:00:00-04:00,IBIT,34.029998779296875
2024-08-19 00:00:00-04:00,IBIT,33.619998931884766
2024-08-20 00:00:00-04:00,IBIT,33.91999816894531
2024-08-21 00:00:00-04:00,IBIT,35.130001068115234
2024-08-22 00:00:00-04:00,IBIT,34.349998474121094
2024-08-23 00:00:00-04:00,IBIT,36.279998779296875
2024-08-26 00:00:00-04:00,IBIT,36.09000015258789
2024-08-27 00:00:00-04:00,IBIT,35.380001068115234
2024-08-28 00:00:00-04:00,IBIT,33.52000045776367
2024-08-29 00:00:00-04:00,IBIT,33.689998626708984
2024-08-30 00:00:00-04:00,IBIT,33.369998931884766
2024-09-03 00:00:00-04:00,IBIT,32.97999954223633
2024-09-04 00:00:00-04:00,IBIT,33.040000915527344
2024-09-05 00:00:00-04:00,IBIT,31.850000381469727
2024-09-06 00:00:00-04:00,IBIT,30.40999984741211
2024-09-09 00:00:00-04:00,IBIT,32.5099983215332
2024-09-10 00:00:00-04:00,IBIT,33.0
2024-09-11 00:00:00-04:00,IBIT,32.79999923706055
