date,ticker,nav_per_share
2024-09-12 00:00:00-04:00,IBIT,33.25
2024-09-13 00:00:00-04:00,IBIT,34.040000915527344
2024-09-16 00:00:00-04:00,IBIT,32.97999954223633
2024-09-17 00:00:00-04:00,IBIT,34.099998474121094
2024-09-18 00:00:00-04:00,IBIT,34.150001525878906
2024-09-19 00:00:00-04:00,IBIT,36.0099983215332
2024-09-20 00:00:00-04:00,IBIT,35.79999923706055
2024-09-23 00:00:00-04:00,IBIT,36.040000915527344
2024-09-24 00:00:00-04:00,IBIT,36.63999938964844
2024-09-25 00:00:00-04:00,IBIT,35.970001220703125
2024-09-26 00:00:00-04:00,IBIT,36.84000015258789
2024-09-27 00:00:00-04:00,IBIT,37.38999938964844
2024-09-30 00:00:00-04:00,IBIT,36.130001068115234
2024-10-01 00:00:00-04:00,IBIT,35.130001068115234
2024-10-02 00:00:00-04:00,IBIT,34.2400016784668
2024-10-03 00:00:00-04:00,IBIT,34.720001220703125
2024-10-04 00:00:00-04:00,IBIT,35.52000045776367
2024-10-07 00:00:00-04:00,IBIT,36.060001373291016
2024-10-08 00:00:00-04:00,IBIT,35.400001525878906
2024-10-09 00:00:00-04:00,IBIT,34.68000030517578
2024-10-10 00:00:00-04:00,IBIT,33.95000076293945
2024-10-11 00:00:00-04:00,IBIT,35.939998626708984
2024-10-14 00:00:00-04:00,IBIT,37.56999969482422
2024-10-15 00:00:00-04:00,IBIT,38.16999816894531
2024-10-16 00:00:00-04:00,IBIT,38.58000183105469
2024-10-17 00:00:00-04:00,IBIT,38.04999923706055
2024-10-18 00:00:00-04:00,IBIT,39.06999969482422
2024-10-21 00:00:00-04:00,IBIT,38.56999969482422
2024-10-22 00:00:00-04:00,IBIT,38.40999984741211
2024-10-23 00:00:00-04:00,IBIT,37.810001373291016
2024-10-24 00:00:00-04:00,IBIT,38.869998931884766
2024-10-25 00:00:00-04:00,IBIT,38.0099983215332
2024-10-28 00:00:00-04:00,IBIT,39.66999816894531
2024-10-29 00:00:00-04:00,IBIT,41.33000183105469
2024-10-30 00:00:00-04:00,IBIT,40.880001068115234
2024-10-31 00:00:00-04:00,IBIT,39.779998779296875
2024-11-01 00:00:00-04:00,IBIT,39.369998931884766
2024-11-04 00:00:00-05:00,IBIT,38.25
2024-11-05 00:00:00-05:00,IBIT,39.5099983215332
2024-11-06 00:00:00-05:00,IBIT,43.400001525878906
2024-11-07 00:00:00-05:00,IBIT,43.599998474121094
2024-11-08 00:00:00-05:00,IBIT,43.689998626708984
2024-11-11 00:00:00-05:00,IBIT,49.56999969482422
2024-11-12 00:00:00-05:00,IBIT,51.04999923706055
2024-11-13 00:00:00-05:00,IBIT,51.040000915527344
2024-11-14 00:00:00-05:00,IBIT,49.72999954223633
2024-11-15 00:00:00-05:00,IBIT,52.130001068115234
2024-11-18 00:00:00-05:00,IBIT,52.130001068115234
2024-11-19 00:00:00-05:00,IBIT,52.70000076293945
2024-11-20 00:00:00-05:00,IBIT,53.720001220703125
2024-11-21 00:00:00-05:00,IBIT,55.900001525878906
2024-11-22 00:00:00-05:00,IBIT,56.4900016784668
2024-11-25 00:00:00-05:00,IBIT,54.02000045776367
2024-11-26 00:00:00-05:00,IBIT,51.70000076293945
2024-11-27 00:00:00-05:00,IBIT,55.029998779296875
2024-11-29 00:00:00-05:00,IBIT,55.209999084472656
2024-12-02 00:00:00-05:00,IBIT,54.47999954223633
2024-12-03 00:00:00-05:00,IBIT,54.459999084472656
2024-12-04 00:00:00-05:00,IBIT,56.41999816894531
2024-12-05 00:00:00-05:00,IBIT,56.400001525878906
2024-12-06 00:00:00-05:00,IBIT,57.79999923706055
2024-12-09 00:00:00-05:00,IBIT,54.72999954223633
2024-12-10 00:00:00-05:00,IBIT,54.900001525878906
2024-12-11 00:00:00-05:00,IBIT,57.720001220703125
2024-12-12 00:00:00-05:00,IBIT,56.91999816894531
2024-12-13 00:00:00-05:00,IBIT,57.90999984741211
2024-12-16 00:00:00-05:00,IBIT,60.220001220703125
2024-12-17 00:00:00-05:00,IBIT,60.72999954223633
2024-12-18 00:00:00-05:00,IBIT,57.18000030517578
2024-12-19 00:00:00-05:00,IBIT,54.720001220703125
2024-12-20 00:00:00-05:00,IBIT,54.810001373291016
2024-12-23 00:00:00-05:00,IBIT,52.869998931884766
2024-12-24 00:00:00-05:00,IBIT,56.22999954223633
2024-12-26 00:00:00-05:00,IBIT,54.29999923706055
2024-12-27 00:00:00-05:00,IBIT,53.68000030517578
2024-12-30 00:00:00-05:00,IBIT,53.54999923706055
2024-12-31 00:00:00-05:00,IBIT,53.04999923706055
2025-01-02 00:00:00-05:00,IBIT,55.369998931884766
2025-01-03 00:00:00-05:00,IBIT,55.959999084472656
2025-01-06 00:00:00-05:00,IBIT,58.16999816894531
2025-01-07 00:00:00-05:00,IBIT,54.790000915527344
2025-01-08 00:00:00-05:00,IBIT,53.34000015258789
2025-01-10 00:00:00-05:00,IBIT,53.84000015258789
2025-01-13 00:00:00-05:00,IBIT,53.220001220703125
2025-01-14 00:00:00-05:00,IBIT,54.83000183105469
2025-01-15 00:00:00-05:00,IBIT,56.63999938964844
2025-01-16 00:00:00-05:00,IBIT,57.09000015258789
2025-01-17 00:00:00-05:00,IBIT,59.619998931884766
2025-01-21 00:00:00-05:00,IBIT,60.41999816894531
2025-01-22 00:00:00-05:00,IBIT,59.380001068115234
2025-01-23 00:00:00-05:00,IBIT,58.790000915527344
2025-01-24 00:00:00-05:00,IBIT,59.70000076293945
2025-01-27 00:00:00-05:00,IBIT,57.66999816894531
2025-01-28 00:00:00-05:00,IBIT,57.58000183105469
2025-01-29 00:00:00-05:00,IBIT,59.34000015258789
2025-01-30 00:00:00-05:00,IBIT,59.720001220703125
2025-01-31 00:00:00-05:00,IBIT,57.709999084472656
2025-02-03 00:00:00-05:00,IBIT,57.58000183105469
2025-02-04 00:00:00-05:00,IBIT,56.130001068115234
2025-02-05 00:00:00-05:00,IBIT,55.33000183105469
2025-02-06 00:00:00-05:00,IBIT,55.119998931884766
2025-02-07 00:00:00-05:00,IBIT,54.470001220703125
2025-02-10 00:00:00-05:00,IBIT,55.380001068115234
2025-02-11 00:00:00-05:00,IBIT,54.11000061035156
2025-02-12 00:00:00-05:00,IBIT,55.15999984741211
2025-02-13 00:00:00-05:00,IBIT,54.7400016784668
2025-02-14 00:00:00-05:00,IBIT,55.33000183105469
2025-02-18 00:00:00-05:00,IBIT,53.5099983215332
2025-02-19 00:00:00-05:00,IBIT,54.650001525878906
2025-02-20 00:00:00-05:00,IBIT,56.040000915527344
2025-02-21 00:00:00-05:00,IBIT,53.91999816894531
2025-02-24 00:00:00-05:00,IBIT,53.40999984741211
2025-02-25 00:00:00-05:00,IBIT,50.029998779296875
2025-02-26 00:00:00-05:00,IBIT,47.959999084472656
2025-02-27 00:00:00-05:00,IBIT,47.349998474121094
2025-02-28 00:00:00-05:00,IBIT,47.900001525878906
2025-03-03 00:00:00-05:00,IBIT,48.900001525878906
2025-03-04 00:00:00-05:00,IBIT,49.38999938964844
2025-03-05 00:00:00-05:00,IBIT,51.439998626708984
2025-03-06 00:00:00-05:00,IBIT,50.63999938964844
2025-03-07 00:00:00-05:00,IBIT,49.43000030517578
2025-03-10 00:00:00-04:00,IBIT,44.90999984741211
2025-03-11 00:00:00-04:00,IBIT,47.2400016784668
2025-03-12 00:00:00-04:00,IBIT,47.150001525878906
2025-03-13 00:00:00-04:00,IBIT,45.52000045776367
2025-03-14 00:00:00-04:00,IBIT,48.13999938964844
2025-03-17 00:00:00-04:00,IBIT,48.060001373291016
2025-03-18 00:00:00-04:00,IBIT,46.810001373291016
2025-03-19 00:00:00-04:00,IBIT,48.61000061035156
2025-03-20 00:00:00-04:00,IBIT,47.849998474121094
2025-03-21 00:00:00-04:00,IBIT,47.70000076293945
2025-03-24 00:00:00-04:00,IBIT,50.18000030517578
2025-03-25 00:00:00-04:00,IBIT,50.13999938964844
2025-03-26 00:00:00-04:00,IBIT,49.18000030517578
2025-03-27 00:00:00-04:00,IBIT,49.439998626708984
2025-03-28 00:00:00-04:00,IBIT,47.560001373291016
2025-03-31 00:00:00-04:00,IBIT,46.810001373291016
2025-04-01 00:00:00-04:00,IBIT,48.29999923706055
2025-04-02 00:00:00-04:00,IBIT,49.40999984741211
2025-04-03 00:00:00-04:00,IBIT,46.56999969482422
2025-04-04 00:00:00-04:00,IBIT,47.709999084472656
2025-04-07 00:00:00-04:00,IBIT,44.27000045776367
2025-04-08 00:00:00-04:00,IBIT,43.59000015258789
2025-04-09 00:00:00-04:00,IBIT,46.83000183105469
2025-04-10 00:00:00-04:00,IBIT,45.16999816894531
2025-04-11 00:00:00-04:00,IBIT,47.66999816894531
2025-04-14 00:00:00-04:00,IBIT,48.279998779296875
2025-04-15 00:00:00-04:00,IBIT,47.7400016784668
2025-04-16 00:00:00-04:00,IBIT,47.959999084472656
2025-04-17 00:00:00-04:00,IBIT,48.2599983215332
2025-04-21 00:00:00-04:00,IBIT,49.720001220703125
2025-04-22 00:00:00-04:00,IBIT,52.08000183105469
2025-04-23 00:00:00-04:00,IBIT,53.20000076293945
2025-04-24 00:00:00-04:00,IBIT,53.2599983215332
2025-04-25 00:00:00-04:00,IBIT,54.27000045776367
2025-04-28 00:00:00-04:00,IBIT,53.880001068115234
2025-04-29 00:00:00-04:00,IBIT,54.220001220703125
2025-04-30 00:00:00-04:00,IBIT,53.5099983215332
2025-05-01 00:00:00-04:00,IBIT,54.95000076293945
2025-05-02 00:00:00-04:00,IBIT,55.189998626708984
2025-05-05 00:00:00-04:00,IBIT,53.630001068115234
2025-05-06 00:00:00-04:00,IBIT,53.970001220703125
2025-05-07 00:00:00-04:00,IBIT,54.68000030517578
2025-05-08 00:00:00-04:00,IBIT,57.619998931884766
2025-05-09 00:00:00-04:00,IBIT,58.65999984741211
2025-05-12 00:00:00-04:00,IBIT,57.880001068115234
2025-05-13 00:00:00-04:00,IBIT,59.619998931884766
2025-05-14 00:00:00-04:00,IBIT,58.7400016784668
2025-05-15 00:00:00-04:00,IBIT,58.66999816894531
2025-05-16 00:00:00-04:00,IBIT,59.20000076293945
2025-05-19 00:00:00-04:00,IBIT,59.9900016784668
2025-05-20 00:00:00-04:00,IBIT,60.90999984741211
2025-05-21 00:00:00-04:00,IBIT,61.790000915527344
2025-05-22 00:00:00-04:00,IBIT,63.22999954223633
2025-05-23 00:00:00-04:00,IBIT,61.83000183105469
2025-05-27 00:00:00-04:00,IBIT,62.5
2025-05-28 00:00:00-04:00,IBIT,60.790000915527344
2025-05-29 00:00:00-04:00,IBIT,59.9900016784668
2025-05-30 00:00:00-04:00,IBIT,59.459999084472656
2025-06-02 00:00:00-04:00,IBIT,59.36000061035156
2025-06-03 00:00:00-04:00,IBIT,60.400001525878906
2025-06-04 00:00:00-04:00,IBIT,59.63999938964844
2025-06-05 00:00:00-04:00,IBIT,57.869998931884766
2025-06-06 00:00:00-04:00,IBIT,59.2599983215332
2025-06-09 00:00:00-04:00,IBIT,61.77000045776367
2025-06-10 00:00:00-04:00,IBIT,62.290000915527344
2025-06-11 00:00:00-04:00,IBIT,61.84000015258789
2025-06-12 00:00:00-04:00,IBIT,60.70000076293945
2025-06-13 00:00:00-04:00,IBIT,59.7400016784668
2025-06-16 00:00:00-04:00,IBIT,61.79999923706055
2025-06-17 00:00:00-04:00,IBIT,59.5
2025-06-18 00:00:00-04:00,IBIT,58.970001220703125
2025-06-20 00:00:00-04:00,IBIT,58.66999816894531
2025-06-23 00:00:00-04:00,IBIT,58.66999816894531
2025-06-24 00:00:00-04:00,IBIT,60.060001373291016
2025-06-25 00:00:00-04:00,IBIT,61.275001525878906
2025-06-26 00:00:00-04:00,IBIT,61.13999938964844
2025-06-27 00:00:00-04:00,IBIT,60.720001220703125
2025-06-30 00:00:00-04:00,IBIT,61.209999084472656
2025-07-01 00:00:00-04:00,IBIT,59.84000015258789
2025-07-02 00:00:00-04:00,IBIT,62.41999816894531
2025-07-03 00:00:00-04:00,IBIT,62.189998626708984
2025-07-07 00:00:00-04:00,IBIT,61.400001525878906
2025-07-08 00:00:00-04:00,IBIT,61.81999969482422
2025-07-09 00:00:00-04:00,IBIT,63.58000183105469
2025-07-10 00:00:00-04:00,IBIT,64.5
2025-07-11 00:00:00-04:00,IBIT,67.20999908447266
2025-07-14 00:00:00-04:00,IBIT,68.18000030517578
2025-07-15 00:00:00-04:00,IBIT,66.16000366210938
2025-07-16 00:00:00-04:00,IBIT,67.83000183105469
2025-07-17 00:00:00-04:00,IBIT,67.6500015258789
2025-07-18 00:00:00-04:00,IBIT,66.68000030517578
2025-07-21 00:00:00-04:00,IBIT,66.33000183105469
2025-07-22 00:00:00-04:00,IBIT,67.81999969482422
2025-07-23 00:00:00-04:00,IBIT,67.29000091552734
2025-07-24 00:00:00-04:00,IBIT,67.66000366210938
2025-07-25 00:00:00-04:00,IBIT,66.36000061035156
2025-07-28 00:00:00-04:00,IBIT,67.0999984741211
2025-07-29 00:00:00-04:00,IBIT,66.70999908447266
2025-07-30 00:00:00-04:00,IBIT,66.37000274658203
2025-07-31 00:00:00-04:00,IBIT,66.31999969482422
2025-08-01 00:00:00-04:00,IBIT,64.22000122070312
2025-08-04 00:00:00-04:00,IBIT,65.19999694824219
2025-08-05 00:00:00-04:00,IBIT,64.55000305175781
2025-08-06 00:00:00-04:00,IBIT,65.51000213623047
2025-08-07 00:00:00-04:00,IBIT,66.83000183105469
2025-08-08 00:00:00-04:00,IBIT,66.12999725341797
2025-08-11 00:00:00-04:00,IBIT,67.63999938964844
2025-08-12 00:00:00-04:00,IBIT,67.94999694824219
2025-08-13 00:00:00-04:00,IBIT,69.83999633789062
2025-08-14 00:00:00-04:00,IBIT,67.02999877929688
2025-08-15 00:00:00-04:00,IBIT,66.44000244140625
2025-08-18 00:00:00-04:00,IBIT,66.05000305175781
2025-08-19 00:00:00-04:00,IBIT,64.19000244140625
2025-08-20 00:00:00-04:00,IBIT,64.9000015258789
2025-08-21 00:00:00-04:00,IBIT,63.689998626708984
2025-08-22 00:00:00-04:00,IBIT,66.25
2025-08-25 00:00:00-04:00,IBIT,62.880001068115234
2025-08-26 00:00:00-04:00,IBIT,63.099998474121094
2025-08-27 00:00:00-04:00,IBIT,63.650001525878906
2025-08-28 00:00:00-04:00,IBIT,63.58000183105469
2025-08-29 00:00:00-04:00,IBIT,61.439998626708984
2025-09-02 00:00:00-04:00,IBIT,62.970001220703125
2025-09-03 00:00:00-04:00,IBIT,63.77000045776367
2025-09-04 00:00:00-04:00,IBIT,62.349998474121094
2025-09-05 00:00:00-04:00,IBIT,63.41999816894531
2025-09-08 00:00:00-04:00,IBIT,63.70000076293945
2025-09-09 00:00:00-04:00,IBIT,63.220001220703125
2025-09-10 00:00:00-04:00,IBIT,64.52999877929688
2025-09-11 00:00:00-04:00,IBIT,65.02999877929688
2025-09-12 00:00:00-04:00,IBIT,66.37999725341797
2025-09-15 00:00:00-04:00,IBIT,65.5
2025-09-16 00:00:00-04:00,IBIT,66.37000274658203
2025-09-17 00:00:00-04:00,IBIT,65.66999816894531
2025-09-18 00:00:00-04:00,IBIT,66.75
2025-09-19 00:00:00-04:00,IBIT,65.37000274658203
2025-09-22 00:00:00-04:00,IBIT,63.650001525878906
2025-09-23 00:00:00-04:00,IBIT,63.40999984741211
2025-09-24 00:00:00-04:00,IBIT,64.41999816894531
2025-09-25 00:00:00-04:00,IBIT,62.099998474121094
2025-09-26 00:00:00-04:00,IBIT,61.939998626708984
2025-09-29 00:00:00-04:00,IBIT,64.97000122070312
2025-09-30 00:00:00-04:00,IBIT,65.0
2025-10-01 00:00:00-04:00,IBIT,66.73999786376953
2025-10-02 00:00:00-04:00,IBIT,68.7699966430664
2025-10-03 00:00:00-04:00,IBIT,69.80999755859375
2025-10-06 00:00:00-04:00,IBIT,71.29000091552734
2025-10-07 00:00:00-04:00,IBIT,69.12999725341797
2025-10-08 00:00:00-04:00,IBIT,70.05999755859375
2025-10-09 00:00:00-04:00,IBIT,68.73999786376953
2025-10-10 00:00:00-04:00,IBIT,66.19999694824219
2025-10-13 00:00:00-04:00,IBIT,65.80999755859375
2025-10-14 00:00:00-04:00,IBIT,63.90999984741211
2025-10-15 00:00:00-04:00,IBIT,63.16999816894531
2025-10-16 00:00:00-04:00,IBIT,61.43000030517578
2025-10-17 00:00:00-04:00,IBIT,60.470001220703125
2025-10-20 00:00:00-04:00,IBIT,62.93000030517578
2025-10-21 00:00:00-04:00,IBIT,63.4900016784668
2025-10-22 00:00:00-04:00,IBIT,61.209999084472656
2025-10-23 00:00:00-04:00,IBIT,62.560001373291016
2025-10-24 00:00:00-04:00,IBIT,62.83000183105469
2025-10-27 00:00:00-04:00,IBIT,65.27999877929688
2025-10-28 00:00:00-04:00,IBIT,64.48999786376953
2025-10-29 00:00:00-04:00,IBIT,62.75
2025-10-30 00:00:00-04:00,IBIT,60.400001525878906
2025-10-31 00:00:00-04:00,IBIT,62.29999923706055
2025-11-03 00:00:00-05:00,IBIT,60.529998779296875
2025-11-04 00:00:00-05:00,IBIT,57.18000030517578
2025-11-05 00:00:00-05:00,IBIT,58.91999816894531
2025-11-06 00:00:00-05:00,IBIT,57.2599983215332
2025-11-07 00:00:00-05:00,IBIT,58.880001068115234
2025-11-10 00:00:00-05:00,IBIT,60.189998626708984
2025-11-11 00:00:00-05:00,IBIT,58.349998474121094
2025-11-12 00:00:00-05:00,IBIT,57.59000015258789
2025-11-13 00:00:00-05:00,IBIT,55.59000015258789
2025-11-14 00:00:00-05:00,IBIT,53.474998474121094
2025-11-17 00:00:00-05:00,IBIT,52.099998474121094
2025-11-18 00:00:00-05:00,IBIT,52.65999984741211
2025-11-19 00:00:00-05:00,IBIT,50.72999954223633
2025-11-20 00:00:00-05:00,IBIT,48.959999084472656
