date,ticker,net_flow_usd,source
2024-02-12,BITB,33.0,farside
2024-02-12,BRRR,1.1,farside
2024-02-12,BTCW,0.0,farside
2024-02-12,EZBC,0.0,farside
2024-02-12,FBTC,151.9,farside
2024-02-12,HODL,8.5,farside
2024-02-12,IBIT,374.7,farside
2024-02-13,ARKB,40.0,farside
2024-02-13,BITB,10.8,farside
2024-02-13,BRRR,0.0,farside
2024-02-13,BTCO,0.0,farside
2024-02-13,BTCW,1.6,farside
2024-02-13,EZBC,0.0,farside
2024-02-13,FBTC,163.6,farside
2024-02-13,HODL,0.0,farside
2024-02-13,IBIT,493.1,farside
2024-02-14,ARKB,101.5,farside
2024-02-14,BITB,47.2,farside
2024-02-14,BRRR,1.0,farside
2024-02-14,BTCW,3.6,farside
2024-02-14,EZBC,9.0,farside
2024-02-14,FBTC,118.9,farside
2024-02-14,HODL,2.9,farside
2024-02-14,IBIT,224.3,farside
2024-02-15,ARKB,88.9,farside
2024-02-15,BITB,120.2,farside
2024-02-15,BRRR,7.4,farside
2024-02-15,BTCO,1.3,farside
2024-02-15,BTCW,0.0,farside
2024-02-15,EZBC,3.0,farside
2024-02-15,FBTC,97.4,farside
2024-02-15,HODL,2.9,farside
2024-02-15,IBIT,330.9,farside
2024-02-16,ARKB,140.0,farside
2024-02-16,BITB,20.9,farside
2024-02-16,BRRR,7.9,farside
2024-02-16,BTCO,1.0,farside
2024-02-16,BTCW,2.8,farside
2024-02-16,EZBC,0.0,farside
2024-02-16,FBTC,116.7,farside
2024-02-16,HODL,0.0,farside
2024-02-16,IBIT,191.4,farside
2024-02-20,ARKB,27.4,farside
2024-02-20,BITB,11.1,farside
2024-02-20,BRRR,0.0,farside
2024-02-20,BTCO,0.0,farside
2024-02-20,BTCW,2.2,farside
2024-02-20,EZBC,0.0,farside
2024-02-20,FBTC,71.7,farside
2024-02-20,HODL,5.9,farside
2024-02-20,IBIT,154.3,farside
2024-02-21,ARKB,10.7,farside
2024-02-21,BITB,0.0,farside
2024-02-21,BRRR,0.0,farside
2024-02-21,BTCO,1.0,farside
2024-02-21,BTCW,0.0,farside
2024-02-21,EZBC,3.0,farside
2024-02-21,FBTC,52.5,farside
2024-02-21,HODL,0.0,farside
2024-02-21,IBIT,96.5,farside
2024-02-22,ARKB,6.7,farside
2024-02-22,BITB,7.9,farside
2024-02-22,BRRR,1.2,farside
2024-02-22,BTCO,0.0,farside
2024-02-22,BTCW,4.4,farside
2024-02-22,EZBC,0.0,farside
2024-02-22,FBTC,158.9,farside
2024-02-22,HODL,2.9,farside
2024-02-22,IBIT,125.1,farside
2024-02-23,ARKB,34.5,farside
2024-02-23,BITB,12.0,farside
2024-02-23,BRRR,0.0,farside
2024-02-23,BTCO,0.0,farside
2024-02-23,BTCW,0.0,farside
2024-02-23,EZBC,1.5,farside
2024-02-23,FBTC,52.5,farside
2024-02-23,HODL,8.7,farside
2024-02-23,IBIT,167.5,farside
2024-02-26,ARKB,130.6,farside
2024-02-26,BITB,37.2,farside
2024-02-26,BRRR,0.0,farside
2024-02-26,BTCO,4.4,farside
2024-02-26,BTCW,0.9,farside
2024-02-26,EZBC,7.9,farside
2024-02-26,FBTC,243.3,farside
2024-02-26,HODL,6.2,farside
2024-02-26,IBIT,111.8,farside
2024-02-27,ARKB,5.4,farside
2024-02-27,BITB,18.4,farside
2024-02-27,BRRR,0.0,farside
2024-02-27,BTCO,2.6,farside
2024-02-27,BTCW,3.6,farside
2024-02-27,EZBC,16.6,farside
2024-02-27,FBTC,126.0,farside
2024-02-27,HODL,9.7,farside
2024-02-27,IBIT,520.2,farside
2024-02-28,ARKB,23.8,farside
2024-02-28,BITB,9.9,farside
2024-02-28,BRRR,0.0,farside
2024-02-28,BTCO,0.0,farside
2024-02-28,BTCW,2.2,farside
2024-02-28,EZBC,0.0,farside
2024-02-28,FBTC,245.2,farside
2024-02-28,IBIT,612.1,farside
2024-02-29,ARKB,9.9,farside
2024-02-29,BITB,21.7,farside
2024-02-29,BRRR,0.0,farside
2024-02-29,BTCW,0.0,farside
2024-02-29,EZBC,5.4,farside
2024-02-29,FBTC,44.8,farside
2024-02-29,HODL,7.0,farside
2024-02-29,IBIT,603.9,farside
2024-03-01,ARKB,55.1,farside
2024-03-01,BITB,42.3,farside
2024-03-01,BRRR,0.0,farside
2024-03-01,BTCO,0.0,farside
2024-03-01,BTCW,0.0,farside
2024-03-01,EZBC,5.4,farside
2024-03-01,FBTC,49.3,farside
2024-03-01,IBIT,202.5,farside
2024-03-04,ARKB,38.2,farside
2024-03-04,BITB,90.9,farside
2024-03-04,BRRR,3.7,farside
2024-03-04,EZBC,7.8,farside
2024-03-04,FBTC,404.6,farside
2024-03-04,IBIT,420.1,farside
2024-03-05,ARKB,63.7,farside
2024-03-05,BITB,3.7,farside
2024-03-05,BRRR,0.0,farside
2024-03-05,BTCW,6.6,farside
2024-03-05,EZBC,3.6,farside
2024-03-05,FBTC,125.6,farside
2024-03-05,HODL,3.5,farside
2024-03-05,IBIT,788.3,farside
2024-03-06,ARKB,41.3,farside
2024-03-06,BITB,28.6,farside
2024-03-06,BRRR,40.7,farside
2024-03-06,BTCO,3.0,farside
2024-03-06,BTCW,1.4,farside
2024-03-06,EZBC,5.8,farside
2024-03-06,FBTC,205.7,farside
2024-03-06,HODL,0.0,farside
2024-03-06,IBIT,281.7,farside
2024-03-07,ARKB,42.1,farside
2024-03-07,BITB,41.4,farside
2024-03-07,BRRR,41.8,farside
2024-03-07,BTCO,0.0,farside
2024-03-07,BTCW,2.5,farside
2024-03-07,EZBC,0.0,farside
2024-03-07,FBTC,473.4,farside
2024-03-07,HODL,1.9,farside
2024-03-07,IBIT,244.2,farside
2024-03-08,ARKB,1.7,farside
2024-03-08,BITB,8.0,farside
2024-03-08,BRRR,41.4,farside
2024-03-08,BTCW,0.0,farside
2024-03-08,EZBC,8.0,farside
2024-03-08,FBTC,130.3,farside
2024-03-08,HODL,7.8,farside
2024-03-08,IBIT,336.3,farside
2024-03-11,ARKB,13.0,farside
2024-03-11,BITB,49.8,farside
2024-03-11,BRRR,43.4,farside
2024-03-11,BTCW,5.8,farside
2024-03-11,EZBC,0.0,farside
2024-03-11,FBTC,215.5,farside
2024-03-11,HODL,118.8,farside
2024-03-11,IBIT,562.9,farside
2024-03-12,ARKB,93.0,farside
2024-03-12,BITB,24.6,farside
2024-03-12,BRRR,39.6,farside
2024-03-12,BTCW,3.0,farside
2024-03-12,EZBC,0.0,farside
2024-03-12,FBTC,51.6,farside
2024-03-12,HODL,82.9,farside
2024-03-12,IBIT,849.0,farside
2024-03-13,ARKB,44.6,farside
2024-03-13,BITB,5.6,farside
2024-03-13,BRRR,4.1,farside
2024-03-13,BTCO,0.0,farside
2024-03-13,BTCW,2.3,farside
2024-03-13,EZBC,19.1,farside
2024-03-13,FBTC,281.5,farside
2024-03-13,HODL,16.5,farside
2024-03-13,IBIT,586.5,farside
2024-03-14,ARKB,3.5,farside
2024-03-14,BITB,0.0,farside
2024-03-14,BRRR,9.4,farside
2024-03-14,BTCO,0.0,farside
2024-03-14,BTCW,0.0,farside
2024-03-14,EZBC,4.0,farside
2024-03-14,FBTC,13.7,farside
2024-03-14,HODL,13.8,farside
2024-03-14,IBIT,345.4,farside
2024-03-15,ARKB,0.0,farside
2024-03-15,BITB,20.5,farside
2024-03-15,BRRR,1.2,farside
2024-03-15,BTCO,0.0,farside
2024-03-15,BTCW,3.3,farside
2024-03-15,EZBC,2.0,farside
2024-03-15,FBTC,155.6,farside
2024-03-15,HODL,15.8,farside
2024-03-15,IBIT,139.8,farside
2024-03-18,ARKB,2.7,farside
2024-03-18,BITB,17.6,farside
2024-03-18,BRRR,4.8,farside
2024-03-18,BTCO,0.0,farside
2024-03-18,BTCW,0.0,farside
2024-03-18,EZBC,0.0,farside
2024-03-18,FBTC,5.9,farside
2024-03-18,HODL,5.7,farside
2024-03-18,IBIT,451.5,farside
2024-03-19,ARKB,0.0,farside
2024-03-19,BITB,2.5,farside
2024-03-19,BRRR,0.0,farside
2024-03-19,BTCO,0.0,farside
2024-03-19,BTCW,0.0,farside
2024-03-19,EZBC,0.0,farside
2024-03-19,FBTC,39.6,farside
2024-03-19,HODL,0.0,farside
2024-03-19,IBIT,75.2,farside
2024-03-20,ARKB,23.3,farside
2024-03-20,BITB,18.6,farside
2024-03-20,BRRR,2.9,farside
2024-03-20,BTCW,0.0,farside
2024-03-20,EZBC,19.0,farside
2024-03-20,FBTC,12.9,farside
2024-03-20,HODL,9.3,farside
2024-03-20,IBIT,49.3,farside
2024-03-21,ARKB,2.0,farside
2024-03-21,BITB,12.0,farside
2024-03-21,BRRR,4.7,farside
2024-03-21,BTCO,4.2,farside
2024-03-21,BTCW,0.0,farside
2024-03-21,EZBC,3.8,farside
2024-03-21,FBTC,2.9,farside
2024-03-21,HODL,1.8,farside
2024-03-21,IBIT,233.4,farside
2024-03-22,ARKB,5.4,farside
2024-03-22,BITB,16.3,farside
2024-03-22,BRRR,25.5,farside
2024-03-22,BTCO,4.5,farside
2024-03-22,BTCW,0.0,farside
2024-03-22,EZBC,29.6,farside
2024-03-22,FBTC,18.1,farside
2024-03-22,HODL,0.0,farside
2024-03-22,IBIT,18.9,farside
2024-03-25,ARKB,0.0,farside
2024-03-25,BITB,14.0,farside
2024-03-25,BRRR,11.2,farside
2024-03-25,BTCO,18.5,farside
2024-03-25,BTCW,0.0,farside
2024-03-25,EZBC,20.5,farside
2024-03-25,FBTC,261.8,farside
2024-03-25,HODL,4.0,farside
2024-03-25,IBIT,35.5,farside
2024-03-26,ARKB,73.6,farside
2024-03-26,BITB,16.7,farside
2024-03-26,BRRR,29.9,farside
2024-03-26,BTCO,26.7,farside
2024-03-26,BTCW,0.0,farside
2024-03-26,EZBC,26.3,farside
2024-03-26,FBTC,279.1,farside
2024-03-26,HODL,15.8,farside
2024-03-26,IBIT,162.2,farside
2024-03-27,ARKB,200.7,farside
2024-03-27,BITB,0.0,farside
2024-03-27,BRRR,5.1,farside
2024-03-27,BTCO,4.8,farside
2024-03-27,BTCW,1.5,farside
2024-03-27,EZBC,4.0,farside
2024-03-27,FBTC,1.5,farside
2024-03-27,HODL,1.9,farside
2024-03-27,IBIT,323.8,farside
2024-03-28,ARKB,27.6,farside
2024-03-28,BITB,67.0,farside
2024-03-28,BRRR,6.0,farside
2024-03-28,BTCO,3.9,farside
2024-03-28,BTCW,0.0,farside
2024-03-28,EZBC,0.0,farside
2024-03-28,FBTC,68.1,farside
2024-03-28,HODL,20.0,farside
2024-03-28,IBIT,95.1,farside
2024-04-01,BITB,1.1,farside
2024-04-01,BRRR,0.0,farside
2024-04-01,BTCO,4.2,farside
2024-04-01,BTCW,0.0,farside
2024-04-01,EZBC,0.0,farside
2024-04-01,FBTC,44.0,farside
2024-04-01,HODL,2.0,farside
2024-04-01,IBIT,165.9,farside
2024-04-02,BITB,4.3,farside
2024-04-02,BRRR,3.7,farside
2024-04-02,BTCO,0.0,farside
2024-04-02,BTCW,0.0,farside
2024-04-02,EZBC,0.0,farside
2024-04-02,FBTC,44.8,farside
2024-04-02,HODL,5.6,farside
2024-04-02,IBIT,150.5,farside
2024-04-03,ARKB,0.0,farside
2024-04-03,BITB,23.0,farside
2024-04-03,BRRR,0.0,farside
2024-04-03,BTCO,0.0,farside
2024-04-03,BTCW,3.1,farside
2024-04-03,EZBC,3.8,farside
2024-04-03,FBTC,116.7,farside
2024-04-03,HODL,0.0,farside
2024-04-03,IBIT,42.0,farside
2024-04-04,ARKB,12.0,farside
2024-04-04,BITB,11.2,farside
2024-04-04,BRRR,3.4,farside
2024-04-04,BTCO,0.0,farside
2024-04-04,BTCW,0.0,farside
2024-04-04,EZBC,0.0,farside
2024-04-04,FBTC,106.6,farside
2024-04-04,HODL,15.5,farside
2024-04-04,IBIT,144.0,farside
2024-04-05,ARKB,0.0,farside
2024-04-05,BITB,7.4,farside
2024-04-05,BRRR,0.0,farside
2024-04-05,BTCO,2.7,farside
2024-04-05,BTCW,0.0,farside
2024-04-05,EZBC,0.0,farside
2024-04-05,FBTC,83.0,farside
2024-04-05,HODL,0.0,farside
2024-04-05,IBIT,308.8,farside
2024-04-08,ARKB,9.3,farside
2024-04-08,BITB,40.3,farside
2024-04-08,BRRR,0.0,farside
2024-04-08,BTCO,0.0,farside
2024-04-08,BTCW,2.3,farside
2024-04-08,EZBC,0.0,farside
2024-04-08,FBTC,6.3,farside
2024-04-08,HODL,0.0,farside
2024-04-08,IBIT,21.3,farside
2024-04-09,ARKB,0.0,farside
2024-04-09,BITB,3.8,farside
2024-04-09,BRRR,0.0,farside
2024-04-09,BTCO,0.0,farside
2024-04-09,BTCW,0.0,farside
2024-04-09,EZBC,0.0,farside
2024-04-09,FBTC,3.0,farside
2024-04-09,HODL,0.0,farside
2024-04-09,IBIT,128.7,farside
2024-04-10,ARKB,7.3,farside
2024-04-10,BITB,24.3,farside
2024-04-10,BRRR,0.0,farside
2024-04-10,BTCO,0.0,farside
2024-04-10,BTCW,0.0,farside
2024-04-10,EZBC,0.0,farside
2024-04-10,FBTC,76.3,farside
2024-04-10,HODL,0.0,farside
2024-04-10,IBIT,33.3,farside
2024-04-11,ARKB,0.0,farside
2024-04-11,BITB,11.1,farside
2024-04-11,BRRR,8.4,farside
2024-04-11,BTCO,0.0,farside
2024-04-11,BTCW,0.0,farside
2024-04-11,EZBC,0.0,farside
2024-04-11,FBTC,4.6,farside
2024-04-11,HODL,0.0,farside
2024-04-11,IBIT,192.1,farside
2024-04-12,ARKB,0.0,farside
2024-04-12,BITB,0.0,farside
2024-04-12,BRRR,0.0,farside
2024-04-12,BTCO,0.0,farside
2024-04-12,BTCW,0.0,farside
2024-04-12,EZBC,0.0,farside
2024-04-12,FBTC,0.0,farside
2024-04-12,HODL,0.0,farside
2024-04-12,IBIT,111.1,farside
2024-04-15,ARKB,0.0,farside
2024-04-15,BITB,0.0,farside
2024-04-15,BRRR,0.0,farside
2024-04-15,BTCO,0.0,farside
2024-04-15,BTCW,0.0,farside
2024-04-15,EZBC,0.0,farside
2024-04-15,FBTC,0.0,farside
2024-04-15,HODL,0.0,farside
2024-04-15,IBIT,73.4,farside
2024-04-16,BITB,0.0,farside
2024-04-16,BRRR,1.7,farside
2024-04-16,BTCO,0.0,farside
2024-04-16,BTCW,0.0,farside
2024-04-16,EZBC,1.8,farside
2024-04-16,FBTC,1.4,farside
2024-04-16,HODL,3.6,farside
2024-04-16,IBIT,25.8,farside
2024-04-17,BRRR,0.0,farside
2024-04-17,BTCO,0.0,farside
2024-04-17,BTCW,0.0,farside
2024-04-17,EZBC,0.0,farside
2024-04-17,FBTC,0.0,farside
2024-04-17,HODL,0.0,farside
2024-04-17,IBIT,18.1,farside
2024-04-18,ARKB,9.5,farside
2024-04-18,BITB,12.8,farside
2024-04-18,BRRR,0.0,farside
2024-04-18,BTCO,0.0,farside
2024-04-18,BTCW,0.0,farside
2024-04-18,EZBC,0.0,farside
2024-04-18,FBTC,37.4,farside
2024-04-18,HODL,7.2,farside
2024-04-18,IBIT,18.8,farside
2024-04-19,ARKB,12.5,farside
2024-04-19,BITB,4.9,farside
2024-04-19,BRRR,0.0,farside
2024-04-19,BTCO,3.9,farside
2024-04-19,BTCW,0.0,farside
2024-04-19,EZBC,1.9,farside
2024-04-19,FBTC,54.8,farside
2024-04-19,IBIT,29.3,farside
2024-04-22,ARKB,22.6,farside
2024-04-22,BITB,2.2,farside
2024-04-22,BRRR,0.0,farside
2024-04-22,BTCO,2.7,farside
2024-04-22,BTCW,0.0,farside
2024-04-22,EZBC,7.7,farside
2024-04-22,FBTC,34.8,farside
2024-04-22,HODL,7.5,farside
2024-04-22,IBIT,19.7,farside
2024-04-23,ARKB,33.3,farside
2024-04-23,BITB,23.2,farside
2024-04-23,BRRR,0.0,farside
2024-04-23,BTCW,0.0,farside
2024-04-23,EZBC,1.9,farside
2024-04-23,FBTC,4.4,farside
2024-04-23,IBIT,37.9,farside
2024-04-24,ARKB,4.2,farside
2024-04-24,BITB,0.0,farside
2024-04-24,BRRR,0.0,farside
2024-04-24,BTCO,0.0,farside
2024-04-24,BTCW,0.0,farside
2024-04-24,EZBC,0.0,farside
2024-04-24,FBTC,5.6,farside
2024-04-24,HODL,0.0,farside
2024-04-24,IBIT,0.0,farside
2024-04-25,BTCO,0.0,farside
2024-04-25,BTCW,0.0,farside
2024-04-25,EZBC,1.9,farside
2024-04-25,HODL,0.0,farside
2024-04-25,IBIT,0.0,farside
2024-04-26,ARKB,5.4,farside
2024-04-26,BRRR,0.0,farside
2024-04-26,BTCO,0.0,farside
2024-04-26,BTCW,0.0,farside
2024-04-26,EZBC,0.0,farside
2024-04-26,HODL,0.0,farside
2024-04-26,IBIT,0.0,farside
2024-04-29,BITB,6.8,farside
2024-04-29,BRRR,2.7,farside
2024-04-29,BTCO,0.0,farside
2024-04-29,BTCW,0.0,farside
2024-04-29,EZBC,1.8,farside
2024-04-29,HODL,0.0,farside
2024-04-29,IBIT,0.0,farside
2024-04-30,ARKB,3.6,farside
2024-04-30,BRRR,0.0,farside
2024-04-30,BTCW,0.0,farside
2024-04-30,EZBC,0.0,farside
2024-04-30,HODL,0.0,farside
2024-04-30,IBIT,0.0,farside
2024-05-02,ARKB,13.3,farside
2024-05-02,BITB,0.0,farside
2024-05-02,BRRR,2.3,farside
2024-05-02,BTCO,1.5,farside
2024-05-02,BTCW,0.0,farside
2024-05-02,EZBC,3.4,farside
2024-05-02,FBTC,0.0,farside
2024-05-02,HODL,0.0,farside
2024-05-02,IBIT,0.0,farside
2024-05-03,ARKB,28.1,farside
2024-05-03,BITB,33.5,farside
2024-05-03,BRRR,35.6,farside
2024-05-03,BTCO,33.2,farside
2024-05-03,BTCW,0.0,farside
2024-05-03,EZBC,60.9,farside
2024-05-03,FBTC,102.6,farside
2024-05-03,GBTC,63.0,farside
2024-05-03,HODL,8.7,farside
2024-05-03,IBIT,12.7,farside
2024-05-06,ARKB,75.6,farside
2024-05-06,BITB,2.1,farside
2024-05-06,BRRR,0.0,farside
2024-05-06,BTCO,11.1,farside
2024-05-06,BTCW,0.0,farside
2024-05-06,EZBC,1.8,farside
2024-05-06,FBTC,99.2,farside
2024-05-06,GBTC,3.9,farside
2024-05-06,HODL,1.8,farside
2024-05-06,IBIT,21.5,farside
2024-05-07,ARKB,2.8,farside
2024-05-07,BITB,0.0,farside
2024-05-07,BRRR,0.0,farside
2024-05-07,BTCO,6.0,farside
2024-05-07,BTCW,0.0,farside
2024-05-07,EZBC,0.0,farside
2024-05-07,FBTC,4.1,farside
2024-05-07,HODL,0.0,farside
2024-05-07,IBIT,0.0,farside
2024-05-08,ARKB,0.0,farside
2024-05-08,BITB,11.5,farside
2024-05-08,BRRR,0.0,farside
2024-05-08,BTCO,0.0,farside
2024-05-08,BTCW,0.0,farside
2024-05-08,EZBC,0.0,farside
2024-05-08,FBTC,0.0,farside
2024-05-08,GBTC,0.0,farside
2024-05-08,HODL,0.0,farside
2024-05-08,IBIT,0.0,farside
2024-05-09,ARKB,4.4,farside
2024-05-09,BITB,6.8,farside
2024-05-09,BRRR,0.0,farside
2024-05-09,BTCO,2.2,farside
2024-05-09,BTCW,0.0,farside
2024-05-09,EZBC,1.8,farside
2024-05-09,FBTC,2.7,farside
2024-05-09,HODL,0.0,farside
2024-05-09,IBIT,14.2,farside
2024-05-10,ARKB,0.0,farside
2024-05-10,BITB,0.0,farside
2024-05-10,BRRR,0.0,farside
2024-05-10,BTCO,0.0,farside
2024-05-10,BTCW,0.6,farside
2024-05-10,EZBC,0.0,farside
2024-05-10,FBTC,5.3,farside
2024-05-10,HODL,0.0,farside
2024-05-10,IBIT,12.4,farside
2024-05-13,ARKB,0.0,farside
2024-05-13,BITB,20.3,farside
2024-05-13,BRRR,0.0,farside
2024-05-13,BTCO,0.0,farside
2024-05-13,BTCW,0.0,farside
2024-05-13,EZBC,0.0,farside
2024-05-13,FBTC,38.6,farside
2024-05-13,GBTC,0.0,farside
2024-05-13,HODL,7.1,farside
2024-05-13,IBIT,0.0,farside
2024-05-14,ARKB,133.1,farside
2024-05-14,BITB,0.0,farside
2024-05-14,BRRR,1.2,farside
2024-05-14,BTCO,5.5,farside
2024-05-14,BTCW,0.0,farside
2024-05-14,EZBC,1.8,farside
2024-05-14,FBTC,8.1,farside
2024-05-14,HODL,1.7,farside
2024-05-14,IBIT,0.0,farside
2024-05-15,ARKB,38.6,farside
2024-05-15,BITB,86.3,farside
2024-05-15,BRRR,3.7,farside
2024-05-15,BTCO,4.6,farside
2024-05-15,BTCW,2.1,farside
2024-05-15,EZBC,1.9,farside
2024-05-15,FBTC,131.3,farside
2024-05-15,GBTC,27.0,farside
2024-05-15,HODL,7.5,farside
2024-05-15,IBIT,0.0,farside
2024-05-16,ARKB,62.0,farside
2024-05-16,BITB,1.4,farside
2024-05-16,BRRR,18.5,farside
2024-05-16,BTCO,6.2,farside
2024-05-16,BTCW,0.0,farside
2024-05-16,EZBC,3.8,farside
2024-05-16,FBTC,67.1,farside
2024-05-16,GBTC,4.6,farside
2024-05-16,HODL,0.0,farside
2024-05-16,IBIT,93.7,farside
2024-05-17,ARKB,10.0,farside
2024-05-17,BITB,20.8,farside
2024-05-17,BRRR,6.4,farside
2024-05-17,BTCO,5.7,farside
2024-05-17,BTCW,0.0,farside
2024-05-17,EZBC,0.0,farside
2024-05-17,FBTC,99.4,farside
2024-05-17,GBTC,31.6,farside
2024-05-17,HODL,9.5,farside
2024-05-17,IBIT,38.1,farside
2024-05-20,ARKB,68.3,farside
2024-05-20,BITB,24.0,farside
2024-05-20,BRRR,0.0,farside
2024-05-20,BTCO,0.0,farside
2024-05-20,BTCW,5.2,farside
2024-05-20,EZBC,0.0,farside
2024-05-20,FBTC,64.0,farside
2024-05-20,GBTC,9.3,farside
2024-05-20,HODL,0.0,farside
2024-05-20,IBIT,66.4,farside
2024-05-21,ARKB,0.0,farside
2024-05-21,BRRR,0.0,farside
2024-05-21,BTCO,0.0,farside
2024-05-21,BTCW,0.0,farside
2024-05-21,EZBC,0.0,farside
2024-05-21,FBTC,25.8,farside
2024-05-21,GBTC,0.0,farside
2024-05-21,IBIT,290.0,farside
2024-05-22,ARKB,3.5,farside
2024-05-22,BITB,0.0,farside
2024-05-22,BRRR,0.0,farside
2024-05-22,BTCO,0.0,farside
2024-05-22,BTCW,0.0,farside
2024-05-22,EZBC,0.0,farside
2024-05-22,FBTC,74.6,farside
2024-05-22,HODL,0.0,farside
2024-05-22,IBIT,92.0,farside
2024-05-23,ARKB,2.0,farside
2024-05-23,BITB,0.0,farside
2024-05-23,BRRR,0.0,farside
2024-05-23,BTCO,2.0,farside
2024-05-23,BTCW,0.0,farside
2024-05-23,EZBC,0.0,farside
2024-05-23,FBTC,19.1,farside
2024-05-23,HODL,9.5,farside
2024-05-23,IBIT,89.0,farside
2024-05-24,ARKB,4.1,farside
2024-05-24,BITB,6.4,farside
2024-05-24,BRRR,0.0,farside
2024-05-24,BTCO,0.0,farside
2024-05-24,BTCW,0.0,farside
2024-05-24,EZBC,0.0,farside
2024-05-24,FBTC,43.7,farside
2024-05-24,GBTC,0.0,farside
2024-05-24,HODL,15.6,farside
2024-05-24,IBIT,182.1,farside
2024-05-28,ARKB,4.1,farside
2024-05-28,BITB,3.3,farside
2024-05-28,BRRR,1.2,farside
2024-05-28,BTCO,3.4,farside
2024-05-28,BTCW,1.4,farside
2024-05-28,EZBC,0.0,farside
2024-05-28,FBTC,34.3,farside
2024-05-28,HODL,0.0,farside
2024-05-28,IBIT,102.5,farside
2024-05-29,ARKB,4.0,farside
2024-05-29,BITB,11.0,farside
2024-05-29,BRRR,0.0,farside
2024-05-29,BTCO,1.0,farside
2024-05-29,BTCW,1.1,farside
2024-05-29,EZBC,0.0,farside
2024-05-29,FBTC,17.7,farside
2024-05-29,HODL,0.0,farside
2024-05-29,IBIT,24.6,farside
2024-05-30,BITB,25.9,farside
2024-05-30,BRRR,0.0,farside
2024-05-30,BTCO,2.1,farside
2024-05-30,BTCW,0.0,farside
2024-05-30,EZBC,0.0,farside
2024-05-30,FBTC,119.1,farside
2024-05-30,GBTC,0.0,farside
2024-05-30,HODL,0.0,farside
2024-05-30,IBIT,1.6,farside
2024-05-31,ARKB,0.0,farside
2024-05-31,BITB,0.0,farside
2024-05-31,BRRR,0.0,farside
2024-05-31,BTCO,0.0,farside
2024-05-31,BTCW,0.0,farside
2024-05-31,EZBC,0.0,farside
2024-05-31,FBTC,5.9,farside
2024-05-31,IBIT,169.1,farside
2024-06-03,ARKB,10.7,farside
2024-06-03,BITB,14.3,farside
2024-06-03,BRRR,0.0,farside
2024-06-03,BTCO,0.0,farside
2024-06-03,BTCW,1.1,farside
2024-06-03,EZBC,0.0,farside
2024-06-03,FBTC,77.0,farside
2024-06-03,GBTC,0.0,farside
2024-06-03,HODL,2.0,farside
2024-06-03,IBIT,0.0,farside
2024-06-04,ARKB,138.7,farside
2024-06-04,BITB,61.0,farside
2024-06-04,BRRR,1.6,farside
2024-06-04,BTCO,0.0,farside
2024-06-04,BTCW,0.0,farside
2024-06-04,EZBC,0.0,farside
2024-06-04,FBTC,378.7,farside
2024-06-04,GBTC,28.2,farside
2024-06-04,HODL,4.0,farside
2024-06-04,IBIT,274.4,farside
2024-06-05,ARKB,71.4,farside
2024-06-05,BITB,18.5,farside
2024-06-05,BRRR,0.0,farside
2024-06-05,BTCO,3.6,farside
2024-06-05,BTCW,0.0,farside
2024-06-05,EZBC,0.0,farside
2024-06-05,FBTC,220.6,farside
2024-06-05,GBTC,14.6,farside
2024-06-05,HODL,4.0,farside
2024-06-05,IBIT,155.4,farside
2024-06-06,BRRR,0.0,farside
2024-06-06,BTCO,0.0,farside
2024-06-06,BTCW,0.0,farside
2024-06-06,EZBC,0.0,farside
2024-06-06,FBTC,3.1,farside
2024-06-06,HODL,2.0,farside
2024-06-06,IBIT,349.9,farside
2024-06-07,ARKB,6.9,farside
2024-06-07,BRRR,0.0,farside
2024-06-07,BTCO,0.0,farside
2024-06-07,BTCW,0.0,farside
2024-06-07,EZBC,0.0,farside
2024-06-07,FBTC,0.0,farside
2024-06-07,HODL,0.0,farside
2024-06-07,IBIT,168.3,farside
2024-06-10,ARKB,0.0,farside
2024-06-10,BITB,7.6,farside
2024-06-10,BTCW,0.0,farside
2024-06-10,EZBC,0.0,farside
2024-06-10,HODL,0.0,farside
2024-06-10,IBIT,6.3,farside
2024-06-11,BRRR,0.0,farside
2024-06-11,BTCO,0.0,farside
2024-06-11,BTCW,0.0,farside
2024-06-11,EZBC,0.0,farside
2024-06-11,IBIT,0.0,farside
2024-06-12,ARKB,8.5,farside
2024-06-12,BITB,14.5,farside
2024-06-12,BRRR,0.0,farside
2024-06-12,BTCO,0.0,farside
2024-06-12,BTCW,0.0,farside
2024-06-12,EZBC,0.0,farside
2024-06-12,FBTC,50.6,farside
2024-06-12,GBTC,0.0,farside
2024-06-12,HODL,11.6,farside
2024-06-12,IBIT,15.6,farside
2024-06-13,BRRR,0.0,farside
2024-06-13,BTCW,0.0,farside
2024-06-13,EZBC,0.0,farside
2024-06-13,IBIT,18.2,farside
2024-06-14,BRRR,0.0,farside
2024-06-14,BTCW,0.0,farside
2024-06-14,EZBC,0.0,farside
2024-06-14,HODL,0.0,farside
2024-06-14,IBIT,1.5,farside
2024-06-17,BITB,2.9,farside
2024-06-17,BRRR,0.0,farside
2024-06-17,BTCO,0.0,farside
2024-06-17,BTCW,0.0,farside
2024-06-17,EZBC,0.0,farside
2024-06-17,IBIT,0.0,farside
2024-06-18,ARKB,0.0,farside
2024-06-18,BRRR,0.0,farside
2024-06-18,BTCO,0.0,farside
2024-06-18,BTCW,0.0,farside
2024-06-18,EZBC,0.0,farside
