date,ticker,net_flow_usd,source,close_price,volume_shares,shares_outstanding,aum_usd,nav_per_share,nav_source,dollar_volume,premium,shares_created_est,shares_outstanding_est,aum_usd_check
2024-01-12,BITB,17.4,farside,23.959999084472656,3270000,10041010.357661627,240582598.97675306,23.959999084472656,yfinance_proxy,78349197.00622559,-0.06186381262398886,726210.3783332829,10041010.357661627,240582598.97675306
2024-01-12,BRRR,20.2,farside,12.470000267028809,172100,3832077.3184681265,47786005.18457258,12.470000267028809,yfinance_proxy,2146087.045955658,-0.061700503926102795,1619887.6958655429,3832077.3184681265,47786005.18457258
2024-01-12,BTCO,28.4,farside,43.86000061035156,1041800,1021467.1095271393,44801548.047314376,43.86000061035156,yfinance_proxy,45693348.63586426,-0.05738229613135756,647514.8108706868,1021467.1095271393,44801548.047314376
2024-01-12,BTCW,0.0,farside,46.61000061035156,87300,20273.69456730661,944956.9161562423,46.61000061035156,yfinance_proxy,4069053.0532836914,-0.05504308384375774,0.0,20273.69456730661,944956.9161562423
2024-01-12,EZBC,0.0,farside,25.420000076293945,593100,1852125.745399623,47081036.589364395,25.420000076293945,yfinance_proxy,15076602.045249939,-0.06025875071128946,0.0,1852125.745399623,47081036.589364395
2024-01-12,FBTC,195.3,farside,38.34999847412109,11393000,10645406.079425614,408251306.90237164,38.34999847412109,yfinance_proxy,436921532.61566156,-0.061888515848583195,5092568.651124984,10645406.079425614,408251306.90237164
2024-01-12,HODL,0.0,farside,12.404999732971191,1328400,801209.4003601328,9939002.397521457,12.404999732971191,yfinance_proxy,16478801.64527893,-0.06235826438476831,0.0,801209.4003601328,9939002.397521457
2024-01-12,IBIT,386.0,farside,24.96999931335449,22991900,19653068.27910232,490737101.43449384,24.96999931335449,yfinance_proxy,574107727.212715,-0.0623357078380143,15458550.685404263,19653068.27910232,490737101.43449384
2024-01-16,ARKB,122.3,farside,14.50333309173584,8599500,15344320.706628919,222543794.27465865,14.50333309173584,yfinance_proxy,124721412.92238235,-0.007979944920415486,8432544.383172713,15344320.706628919,222543794.27465865
2024-01-16,BITB,50.2,farside,23.71999931335449,2224500,12157367.923141703,288372758.78911906,23.71999931335449,yfinance_proxy,52765138.47255706,-0.010016685320898035,2116357.5654800767,12157367.923141703,288372758.78911906
2024-01-16,BRRR,15.3,farside,12.286999702453612,239100,5077295.872265659,62384732.87179711,12.286999702453612,yfinance_proxy,2937821.6288566585,-0.014675265489693539,1245218.5537975326,5077295.872265659,62384732.87179711
2024-01-16,BTCO,31.9,farside,43.41999816894531,862100,1756151.6177087957,76252100.02530625,43.41999816894531,yfinance_proxy,37432380.421447754,-0.010031975268655227,734684.5081816562,1756151.6177087957,76252100.02530625
2024-01-16,BTCW,0.0,farside,46.04499816894531,22900,20273.69456730661,933502.2292293895,46.04499816894531,yfinance_proxy,1054430.4580688477,-0.012121914482034339,0.0,20273.69456730661,933502.2292293895
2024-01-16,EZBC,0.0,farside,25.18000030517578,304200,1852125.745399623,46636526.83438643,25.18000030517578,yfinance_proxy,7659756.092834473,-0.00944137570408514,0.0,1852125.745399623,46636526.83438643
2024-01-16,FBTC,102.0,farside,38.09999847412109,8479200,13322571.540974967,507589955.38251525,38.09999847412109,yfinance_proxy,323057507.0617675,-0.006518905083365314,2677165.4615493524,13322571.540974967,507589955.38251525
2024-01-16,HODL,7.3,farside,12.300000190734863,701600,1394705.3261162008,17154875.7772482,12.300000190734863,yfinance_proxy,8629680.13381958,-0.008464292180293268,593495.925756068,1394705.3261162008,17154875.7772482
2024-01-16,IBIT,212.7,farside,24.71999931335449,15078200,28257437.450144045,698523834.3647182,24.71999931335449,yfinance_proxy,372733093.64662164,-0.010012014692619342,8604369.171041725,28257437.450144045,698523834.3647182
2024-01-17,ARKB,50.3,farside,14.286666870117188,3750900,18865085.938805666,269519198.2838485,14.286666870117188,yfinance_proxy,53587858.76312256,-0.01493906402398709,3520765.2321767486,18865085.938805666,269519198.2838485
2024-01-17,BITB,68.2,farside,23.399999618530277,1956000,15071897.88518465,352682404.76384807,23.399999618530277,yfinance_proxy,45770399.25384522,-0.01349071265124574,2914529.962042946,15071897.88518465,352682404.76384807
2024-01-17,BRRR,1.2,farside,12.15999984741211,63400,5175980.0840302985,62939917.032016546,12.15999984741211,yfinance_proxy,770943.9903259277,-0.010336116067142194,98684.21176463945,5175980.0840302985,62939917.032016546
2024-01-17,BTCO,57.6,farside,42.810001373291016,908800,3101631.602578322,132780853.16582078,42.810001373291016,yfinance_proxy,38905729.248046875,-0.014048752219675966,1345479.9848695265,3101631.602578322,132780853.16582078
2024-01-17,BTCW,1.6,farside,45.36000061035156,43600,55547.06269937991,2519614.797947109,45.36000061035156,yfinance_proxy,1977696.0266113281,-0.014876698573869012,35273.368132073294,55547.06269937991,2519614.797947109
2024-01-17,EZBC,1.2,farside,24.76000022888184,195100,1900591.0115105754,47058633.88001262,24.76000022888184,yfinance_proxy,4830676.044654847,-0.016679907514044398,48465.266110952376,1900591.0115105754,47058633.88001262
2024-01-17,FBTC,358.1,farside,37.400001525878906,7913000,22897437.460491385,856364195.9610946,37.400001525878906,yfinance_proxy,295946212.0742798,-0.01837262404925407,9574865.919516418,22897437.460491385,856364195.9610946
2024-01-17,HODL,4.8,farside,12.145000457763672,527200,1789929.683389206,21738696.82412669,12.145000457763672,yfinance_proxy,6402844.241333008,-0.01260160411118912,395224.3572730051,1789929.683389206,21738696.82412669
2024-01-17,IBIT,371.4,farside,24.40999984741211,13964500,43472513.33386532,1061164043.8462734,24.40999984741211,yfinance_proxy,340873442.8691864,-0.01254043181849557,15215075.883721275,43472513.33386532,1061164043.8462734
2024-01-18,ARKB,41.8,farside,13.649999618530272,8620800,21927357.086656492,299308415.86823815,13.649999618530272,yfinance_proxy,117673916.71142577,-0.04456373606069066,3062271.1478508236,21927357.086656492,299308415.86823815
2024-01-18,BITB,20.1,farside,22.34000015258789,2856900,15971629.30249494,356806201.05481416,22.34000015258789,yfinance_proxy,63823146.435928345,-0.04529912321464232,899731.4173102902,15971629.30249494,356806201.05481416
2024-01-18,BRRR,9.3,farside,11.59000015258789,122400,5978395.949221072,69289609.96370305,11.59000015258789,yfinance_proxy,1418616.0186767578,-0.04687497549151089,802415.8651907727,5978395.949221072,69289609.96370305
2024-01-18,BTCO,58.8,farside,40.84999847412109,1648900,4541044.141045133,185501646.23261017,40.84999847412109,yfinance_proxy,67357562.48397826,-0.045783761651378194,1439412.5384668112,4541044.141045133,185501646.23261017
2024-01-18,BTCW,0.0,farside,43.5,30200,55547.0626993799,2416297.2274230258,43.5,yfinance_proxy,1313700.0,-0.0410053039092573,0.0,55547.0626993799,2416297.2274230258
2024-01-18,EZBC,0.0,farside,23.729999542236328,314800,1900591.0115105754,45101023.83312444,23.729999542236328,yfinance_proxy,7470203.855895996,-0.04159938114394865,0.0,1900591.0115105754,45101023.83312444
2024-01-18,FBTC,177.9,farside,35.7599983215332,10271800,27872269.908760153,996712325.1545835,35.7599983215332,yfinance_proxy,367319550.75912476,-0.043850351268325594,4974832.4482687665,27872269.908760153,996712325.1545835
2024-01-18,HODL,2.3,farside,11.604999542236328,882400,1988120.1263641636,23072133.156366948,11.604999542236328,yfinance_proxy,10240251.596069336,-0.04446281557627683,198190.44297495778,1988120.1263641636,23072133.156366948
2024-01-18,IBIT,145.5,farside,23.34000015258789,17823200,49706446.455064006,1160148467.8457956,23.34000015258789,yfinance_proxy,415993490.7196045,-0.043834481831742315,6233933.121198684,49706446.455064006,1160148467.8457956
2024-01-19,ARKB,62.6,farside,13.90999984741211,6289800,26427716.58965436,367609533.7295426,13.90999984741211,yfinance_proxy,87491117.04025269,0.019047636347834022,4500359.50299787,26427716.58965436,367609533.7295426
2024-01-19,BITB,56.7,farside,22.729999542236328,4606200,18466130.01265296,419735126.7344783,22.729999542236328,yfinance_proxy,104698923.89144897,0.01745744794022571,2494500.7101580203,18466130.01265296,419735126.7344783
2024-01-19,BRRR,10.4,farside,11.81999969482422,278100,6858260.608147753,81064638.29533142,11.81999969482422,yfinance_proxy,3287141.9151306157,0.01984465394376842,879864.6589266822,6858260.608147753,81064638.29533142
2024-01-19,BTCO,63.4,farside,41.56499862670898,1742400,6066365.976596938,252148493.48636582,41.56499862670898,yfinance_proxy,72422853.60717772,0.017503064364637638,1525321.835551805,6066365.976596938,252148493.48636582
2024-01-19,BTCW,2.9,farside,44.36000061035156,18100,120921.27280079444,5364067.735247729,44.36000061035156,yfinance_proxy,802916.0110473633,0.019770128973599137,65374.21010141454,120921.27280079444,5364067.735247729
2024-01-19,EZBC,0.0,farside,24.209999084472656,166000,1900591.0115105754,46013306.64862799,24.209999084472656,yfinance_proxy,4018859.848022461,0.02022754115026387,0.0,1900591.0115105754,46013306.64862799
2024-01-19,FBTC,222.3,farside,36.4900016784668,13819400,33964349.65046052,1239359175.7533374,36.4900016784668,yfinance_proxy,504269929.19540405,0.020413965078237034,6092079.741700368,33964349.65046052,1239359175.7533374
2024-01-19,HODL,14.2,farside,11.802499771118164,801200,3191255.0787366047,37664787.33636846,11.802499771118164,yfinance_proxy,9456162.816619873,0.01701854689119418,1203134.952372441,3191255.0787366047,37664787.33636846
2024-01-19,IBIT,201.5,farside,23.799999237060547,18284100,58172833.28108671,1384513387.707514,23.799999237060547,yfinance_proxy,435161566.05033875,0.019708615315568133,8466386.82602271,58172833.28108671,1384513387.707514
2024-01-22,ARKB,65.0,farside,13.401666641235352,9714900,31277859.615895785,419175447.8235929,13.401666641235352,yfinance_proxy,130195851.25293732,-0.03654444369180427,4850143.026241426,31277859.615895785,419175447.8235929
2024-01-22,BITB,41.6,farside,21.96999931335449,2280000,20359621.19609207,447300863.69830024,21.96999931335449,yfinance_proxy,50091598.434448235,-0.033435998424444564,1893491.1834391088,20359621.19609207,447300863.69830024
2024-01-22,BRRR,9.7,farside,11.40999984741211,363700,7708392.083145104,87952752.49247836,11.40999984741211,yfinance_proxy,4149816.944503784,-0.034686959221466244,850131.4749973505,7708392.083145104,87952752.49247836
2024-01-22,BTCO,5.6,farside,40.20000076293945,211000,6205669.456540219,249467916.88746685,40.20000076293945,yfinance_proxy,8482200.160980225,-0.03284007960708554,139303.47994328057,6205669.456540219,249467916.88746685
2024-01-22,BTCW,0.4,farside,42.79999923706055,97200,130267.06735991302,5575430.383618392,42.79999923706055,yfinance_proxy,4160159.925842285,-0.0351668474262145,9345.794559118583,130267.06735991302,5575430.383618392
2024-01-22,EZBC,4.7,farside,23.34000015258789,214900,2101962.0470407046,49059794.498664,23.34000015258789,yfinance_proxy,5015766.032791138,-0.035935521056783055,201371.03553012933,2101962.0470407046,49059794.498664
2024-01-22,FBTC,158.7,farside,35.18000030517578,11640300,38475435.4555579,1353565831.0682979,35.18000030517578,yfinance_proxy,409505757.55233765,-0.03590028262629716,4511085.805097381,38475435.4555579,1353565831.0682979
2024-01-22,HODL,6.8,farside,11.420000076293944,532800,3786701.6596972905,43244133.24264546,11.420000076293944,yfinance_proxy,6084576.040649413,-0.03240836282498675,595446.5809606859,3786701.6596972905,43244133.24264546
2024-01-22,IBIT,260.6,farside,22.950000762939453,17222100,69527952.7293103,1595666568.1832898,22.950000762939453,yfinance_proxy,395247208.13941956,-0.03571422274659174,11355119.44822359,69527952.7293103,1595666568.1832898
2024-01-23,ARKB,61.8,farside,13.07333278656006,8473500,36005039.82380214,470705867.60991323,13.07333278656006,yfinance_proxy,110776885.36691667,-0.024499479315881992,4727180.207906359,36005039.82380214,470705867.60991323
2024-01-23,BITB,26.3,farside,21.38999938964844,2329200,21589167.74824053,461792284.95788276,21.38999938964844,yfinance_proxy,49821586.57836915,-0.026399633219537425,1229546.5521484644,21589167.74824053,461792284.95788276
2024-01-23,BRRR,0.0,farside,11.119999885559082,70400,7708392.083145104,85717319.0824181,11.119999885559082,yfinance_proxy,782847.9919433594,-0.02541629848652469,0.0,7708392.083145104,85717319.0824181
2024-01-23,BTCO,0.0,farside,39.16999816894531,123900,6205669.456540219,243076061.2497602,39.16999816894531,yfinance_proxy,4853162.773132324,-0.025621954588212453,0.0,6205669.456540219,243076061.2497602
2024-01-23,BTCW,0.0,farside,41.650001525878906,25200,130267.06735991302,5425623.554312148,41.650001525878906,yfinance_proxy,1049580.0384521484,-0.026869105880400503,0.0,130267.06735991302,5425623.554312148
2024-01-23,EZBC,1.1,farside,22.739999771118164,158100,2150334.9586973307,48898616.468604684,22.739999771118164,yfinance_proxy,3595193.9638137817,-0.025706957050006692,48372.911656626246,2150334.9586973307,48898616.468604684
2024-01-23,FBTC,157.7,farside,34.34000015258789,10426500,43067747.60754593,1478946459.414744,34.34000015258789,yfinance_proxy,358046011.59095764,-0.02387720708644529,4592312.151988025,43067747.60754593,1478946459.414744
2024-01-23,HODL,2.2,farside,11.102499961853027,686800,3984855.229394112,44241855.03233796,11.102499961853027,yfinance_proxy,7625196.973800659,-0.02780211141153971,198153.56969682133,3984855.229394112,44241855.03233796
2024-01-23,IBIT,160.1,farside,22.31999969482422,13431700,76700891.89548448,1711963883.699959,22.31999969482422,yfinance_proxy,299795539.90097046,-0.027451026020556147,7172939.166174163,76700891.89548448,1711963883.699959
2024-01-24,ARKB,24.9,farside,13.199999809265137,7111200,37891403.487423,500166518.806772,13.199999809265137,yfinance_proxy,93867838.64364624,0.009688961856405538,1886363.6636208573,37891403.487423,500166518.806772
2024-01-24,BITB,19.1,farside,21.600000381469727,1671000,22473426.99188321,485426031.5976094,21.600000381469727,yfinance_proxy,36093600.63743591,0.009817718457856254,884259.2436426791,22473426.99188321,485426031.5976094
2024-01-24,BRRR,9.1,farside,11.229999542236328,122000,8518721.590797767,95665239.56509764,11.229999542236328,yfinance_proxy,1370059.944152832,0.00989205555839047,810329.5076526635,8518721.590797767,95665239.56509764
2024-01-24,BTCO,19.9,farside,39.560001373291016,56900,6708702.806115265,265396292.22292116,39.560001373291016,yfinance_proxy,2250964.078140259,0.0099566817099038,503033.34957504604,6708702.806115265,265396292.22292116
2024-01-24,BTCW,0.4,farside,42.15999984741211,50400,139754.73342840694,5892059.540016756,42.15999984741211,yfinance_proxy,2124863.9923095703,0.012244857211261315,9487.666068493903,139754.73342840694,5892059.540016756
2024-01-24,EZBC,1.2,farside,22.979999542236328,113900,2202554.2808863698,50614696.36651944,22.979999542236328,yfinance_proxy,2617421.947860718,0.01055407975082679,52219.32218903867,2202554.2808863698,50614696.36651944
2024-01-24,FBTC,125.7,farside,34.599998474121094,7558400,46700695.74463954,1615844001.5049214,34.599998474121094,yfinance_proxy,261520628.46679688,0.007571296458296883,3632948.1370936106,46700695.74463954,1615844001.5049214
2024-01-24,HODL,4.5,farside,11.210000038146973,191600,4386282.525084279,49170227.27351816,11.210000038146973,yfinance_proxy,2147836.00730896,0.009682510845602683,401427.2956901663,4386282.525084279,49170227.27351816
2024-01-24,IBIT,66.2,farside,22.600000381469727,11929100,79630095.3858649,1799640186.0970175,22.600000381469727,yfinance_proxy,269597664.5505905,0.012544833802593516,2929203.490380422,79630095.3858649,1799640186.0970175
2024-01-25,ARKB,16.1,farside,13.289999961853027,3729000,39102840.66170537,519676750.9024093,13.289999961853027,yfinance_proxy,49558409.85774994,0.006818193476390745,1211437.1742823673,39102840.66170537,519676750.9024093
2024-01-25,BITB,20.0,farside,21.729999542236328,1260100,23393813.573628243,508347558.2461037,21.729999542236328,yfinance_proxy,27381972.423171997,0.006018479558830269,920386.5817450318,23393813.573628243,508347558.2461037
2024-01-25,BRRR,6.5,farside,11.3100004196167,47400,9093434.213153293,102846744.76652059,11.3100004196167,yfinance_proxy,536094.0198898315,0.007123854019716177,574712.6223555249,9093434.213153293,102846744.76652059
2024-01-25,BTCO,0.0,farside,39.77999877929688,152800,6708702.806115265,266872189.43793082,39.77999877929688,yfinance_proxy,6078383.813476563,0.0055611071377363,0.0,6708702.806115265,266872189.43793082
2024-01-25,BTCW,0.0,farside,42.26499938964844,67000,139754.73342840694,5906733.723052099,42.26499938964844,yfinance_proxy,2831754.9591064453,0.002490501485207507,0.0,139754.73342840694,5906733.723052099
2024-01-25,EZBC,0.0,farside,23.1299991607666,103500,2202554.2808863698,50945078.66844462,23.1299991607666,yfinance_proxy,2393954.9131393433,0.00652739867355437,0.0,2202554.2808863698,50945078.66844462
2024-01-25,FBTC,101.0,farside,34.810001373291016,6420800,49602160.72641041,1726651283.004548,34.810001373291016,yfinance_proxy,223508056.81762695,0.006069448220553899,2901464.9817708763,49602160.72641041,1726651283.004548
2024-01-25,HODL,0.0,farside,11.265000343322754,401600,4386282.525084279,49411474.150984995,11.265000343322754,yfinance_proxy,4524024.137878418,0.004906360837521716,0.0,4386282.525084279,49411474.150984995
2024-01-25,IBIT,170.7,farside,22.76000022888184,8954900,87130095.31044249,1983080989.2081676,22.76000022888184,yfinance_proxy,203813526.04961398,0.007079639146524112,7499999.924577602,87130095.31044249,1983080989.2081676
2024-01-26,ARKB,46.4,farside,14.006667137145996,7229700,42415548.7846068,594100473.2653649,14.006667137145996,yfinance_proxy,101264001.40142441,0.05392529551166708,3312708.1229014257,42415548.7846068,594100473.2653649
2024-01-26,BITB,30.9,farside,22.90999984741211,2831900,24742569.58435735,566852265.4022104,22.90999984741211,yfinance_proxy,64878828.56788635,0.05430282236694158,1348756.0107291066,24742569.58435735,566852265.4022104
2024-01-26,BRRR,1.8,farside,11.920000076293944,145400,9244440.92359617,110193736.51456119,11.920000076293944,yfinance_proxy,1733168.0110931394,0.053934538819222916,151006.71044287772,9244440.92359617,110193736.51456119
2024-01-26,BTCO,0.0,farside,41.97999954223633,289100,6708702.806115265,281631340.7297184,41.97999954223633,yfinance_proxy,12136417.867660522,0.05530419382728627,0.0,6708702.806115265,281631340.7297184
2024-01-26,BTCW,0.0,farside,44.68000030517578,185500,139754.73342840694,6244241.532230982,44.68000030517578,yfinance_proxy,8288140.056610107,0.05713949959546969,0.0,139754.73342840694,6244241.532230982
2024-01-26,EZBC,1.2,farside,24.3700008392334,340800,2251795.14911269,54876249.67365795,24.3700008392334,yfinance_proxy,8305296.286010742,0.053610104775537716,49240.86822632002,2251795.14911269,54876249.67365795
2024-01-26,FBTC,100.1,farside,36.75,9170600,52325970.25021993,1922979406.6955826,36.75,yfinance_proxy,337019550.0,0.05573107009979909,2723809.523809524,52325970.25021993,1922979406.6955826
2024-01-26,HODL,2.4,farside,11.887499809265137,329200,4588175.272803141,54541932.68032236,11.887499809265137,yfinance_proxy,3913364.937210083,0.05525960470221954,201892.74771886313,4588175.272803141,54541932.68032236
2024-01-26,IBIT,87.1,farside,23.989999771118164,20273800,90760774.79485252,2177350966.5550194,23.989999771118164,yfinance_proxy,486368457.35969543,0.054042158605758166,3630679.4844100284,90760774.79485252,2177350966.5550194
2024-01-29,ARKB,17.2,farside,14.403332710266112,7533000,43609716.85292758,628125261.2332151,14.403332710266112,yfinance_proxy,108500305.30643462,0.02831976866703353,1194168.068320781,43609716.85292758,628125261.2332151
2024-01-29,BITB,20.0,farside,23.56999969482422,2239700,25591105.87026964,603182357.5524697,23.56999969482422,yfinance_proxy,52789728.3164978,0.028808374151371385,848536.2859122921,25591105.87026964,603182357.5524697
2024-01-29,BRRR,0.0,farside,12.25,295400,9244440.92359617,113244401.31405307,12.25,yfinance_proxy,3618650.0,0.027684557180695672,0.0,9244440.92359617,113244401.31405307
2024-01-29,BTCO,3.0,farside,43.150001525878906,332300,6778227.71675057,292480536.3205418,43.150001525878906,yfinance_proxy,14338745.50704956,0.027870462039082017,69524.91063530487,6778227.71675057,292480536.3205418
2024-01-29,BTCW,0.0,farside,45.91999816894531,462500,139754.73342840694,6417537.103133887,45.91999816894531,yfinance_proxy,21237999.153137207,0.02775286157788787,0.0,139754.73342840694,6417537.103133887
2024-01-29,EZBC,0.0,farside,25.049999237060547,146200,2251795.14911269,56407466.76728952,25.049999237060547,yfinance_proxy,3662309.888458252,0.02790309291792946,0.0,2251795.14911269,56407466.76728952
2024-01-29,FBTC,208.2,farside,37.81999969482422,8468300,57830994.091573715,2187168178.894699,37.81999969482422,yfinance_proxy,320271103.41567993,0.02911563795440051,5505023.84135378,57830994.091573715,2187168178.894699
2024-01-29,HODL,0.0,farside,12.232500076293944,1372400,4588175.272803141,56124854.3746144,12.232500076293944,yfinance_proxy,16787883.104705807,0.029022104947578047,0.0,4588175.272803141,56124854.3746144
2024-01-29,IBIT,198.4,farside,24.670000076293945,19012900,98802931.23532404,2437468321.1135097,24.670000076293945,yfinance_proxy,469048244.45056915,0.028345156801311912,8042156.44047151,98802931.23532404,2437468321.1135097
2024-01-30,ARKB,16.8,farside,14.536666870117188,6047700,44765415.071102716,650739926.1911435,14.536666870117188,yfinance_proxy,87913400.23040771,0.009257174192472887,1155698.2181751383,44765415.071102716,650739926.1911435
2024-01-30,BITB,21.9,farside,23.780000686645508,1684500,26512047.81171789,630456515.16703,23.780000686645508,yfinance_proxy,40057411.15665436,0.008909673081896712,920941.9414482487,26512047.81171789,630456515.16703
2024-01-30,BRRR,0.0,farside,12.359999656677246,161300,9244440.92359617,114261286.64182174,12.359999656677246,yfinance_proxy,1993667.9446220398,0.008979563810387435,0.0,9244440.92359617,114261286.64182174
2024-01-30,BTCO,6.3,farside,43.56999969482422,923300,6922822.622514326,301627379.5502714,43.56999969482422,yfinance_proxy,40228180.7182312,0.009733445054304844,144594.90576375634,6922822.622514326,301627379.5502714
2024-01-30,BTCW,2.1,farside,46.36000061035156,398900,185052.40323756344,8579029.527040465,46.36000061035156,yfinance_proxy,18493004.24346924,0.00958193508169201,45297.66980915653,185052.40323756344,8579029.527040465
2024-01-30,EZBC,2.5,farside,25.290000915527344,115400,2350648.4472343624,59447901.38263995,25.290000915527344,yfinance_proxy,2918466.1056518555,0.009580905619818274,98853.2981216727,2350648.4472343624,59447901.38263995
2024-01-30,FBTC,119.2,farside,38.130001068115234,7622200,60957141.394508794,2324295866.4818716,38.130001068115234,yfinance_proxy,290634494.14138794,0.008196757688854245,3126147.302935076,60957141.394508794,2324295866.4818716
2024-01-30,HODL,0.0,farside,12.34000015258789,220400,4588175.272803141,56618083.56649075,12.34000015258789,yfinance_proxy,2719736.033630371,0.00878807076423221,0.0,4588175.272803141,56618083.56649075
2024-01-30,IBIT,299.2,farside,24.8799991607666,15541300,110828655.1136355,2757416846.216142,24.8799991607666,yfinance_proxy,386667530.957222,0.008512326056879502,12025723.878311459,110828655.1136355,2757416846.216142
2024-01-31,ARKB,14.8,farside,14.18333339691162,4866300,45808893.32729478,649722806.604582,14.18333339691162,yfinance_proxy,69020355.309391,-0.024306361036030247,1043478.256192064,45808893.32729478,649722806.604582
2024-01-31,BITB,17.8,farside,23.21999931335449,1264400,27278628.368409067,633409731.9837108,23.21999931335449,yfinance_proxy,29359367.131805416,-0.023549258079101215,766580.5566911757,27278628.368409067,633409731.9837108
2024-01-31,BRRR,0.6,farside,12.0600004196167,121300,9294192.165646216,112087961.4176916,12.0600004196167,yfinance_proxy,1462878.0508995056,-0.02427178360789664,49751.24205004544,9294192.165646216,112087961.4176916
2024-01-31,BTCO,1.5,farside,42.4900016784668,316500,6958125.045219576,295650744.85036165,42.4900016784668,yfinance_proxy,13448085.531234741,-0.02478765260321352,35302.422705249606,6958125.045219576,295650744.85036165
2024-01-31,BTCW,0.0,farside,45.18999862670898,515000,185052.40323756344,8362517.8481746875,45.18999862670898,yfinance_proxy,23272849.292755123,-0.025237315967190466,0.0,185052.40323756344,8362517.8481746875
2024-01-31,EZBC,0.0,farside,24.68000030517578,166700,2350648.4472343624,58014004.39510504,24.68000030517578,yfinance_proxy,4114156.0508728027,-0.024120228875794125,0.0,2350648.4472343624,58014004.39510504
2024-01-31,FBTC,232.0,farside,37.2400016784668,6036500,67187001.47891767,2502044047.8460455,37.2400016784668,yfinance_proxy,224799270.13206482,-0.023341184492980928,6229860.08440888,67187001.47891767,2502044047.8460455
2024-01-31,HODL,2.4,farside,12.042499542236328,669600,4787469.446872449,57653098.62243187,12.042499542236328,yfinance_proxy,8063657.693481445,-0.024108639114495633,199294.17406930728,4787469.446872449,57653098.62243187
2024-01-31,IBIT,116.2,farside,24.299999237060547,13369300,115610548.26788631,2809336234.705789,24.299999237060547,yfinance_proxy,324873979.80003357,-0.02331189482597168,4781893.154250821,115610548.26788631,2809336234.705789
2024-02-01,ARKB,15.9,farside,14.353333473205566,5284200,46916649.93517139,673410321.9651632,14.353333473205566,yfinance_proxy,75845884.73911285,0.011985904267819307,1107756.60787661,46916649.93517139,673410321.9651632
2024-02-01,BITB,4.2,farside,23.450000762939453,1315200,27457732.84019389,643883856.0511343,23.450000762939453,yfinance_proxy,30841441.00341797,0.00990531681250671,179104.4717848244,27457732.84019389,643883856.0511343
2024-02-01,BRRR,0.0,farside,12.1899995803833,131600,9294192.165646216,113296198.59922913,12.1899995803833,yfinance_proxy,1604203.9447784424,0.01077936618933661,0.0,9294192.165646216,113296198.59922913
2024-02-01,BTCO,0.0,farside,43.02000045776367,328800,6958125.045219576,299338542.630523,43.02000045776367,yfinance_proxy,14144976.150512695,0.01247349396000305,0.0,6958125.045219576,299338542.630523
2024-02-01,BTCW,0.7,farside,45.7400016784668,724100,200356.29423697156,9164297.234690467,45.7400016784668,yfinance_proxy,33120335.215377808,0.012170902156937603,15303.890999408113,200356.29423697156,9164297.234690467
2024-02-01,EZBC,0.0,farside,24.959999084472656,140400,2350648.4472343624,58672183.09088676,24.959999084472656,yfinance_proxy,3504383.871459961,0.011345169199133068,0.0,2350648.4472343624,58672183.09088676
2024-02-01,FBTC,35.8,farside,37.65999984741211,4569500,68137612.21033168,2566062465.4441166,37.65999984741211,yfinance_proxy,172087369.30274963,0.011278145811367326,950610.7314140118,68137612.21033168,2566062465.4441166
